变量名,name,name_tw,name_en,name_vn,name_kr,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
6661,Chapter 17 of Nightmare Level,第17章噩夢關卡,Chapter 17 of Nightmare Level,Chương 17 Ải Ác Mộng,제 17 장 악몽 스테이지,第17章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=110000;talent_point=2;850=360;851=210},{gold=110000;talent_point=2;850=360;851=210},{gold=110000;talent_point=2;850=360;851=210},{gold=110000;talent_point=2;850=360;851=210},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6671,Chapter 18 of Nightmare Level,第18章噩夢關卡,Chapter 18 of Nightmare Level,Chương 18 Ải Ác Mộng,제 18 장 악몽 스테이지,第18章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=115000;talent_point=2;850=370;851=220},{gold=115000;talent_point=2;850=370;851=220},{gold=115000;talent_point=2;850=370;851=220},{gold=115000;talent_point=2;850=370;851=220},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6681,Chapter 19 of Nightmare Level,第19章噩夢關卡,Chapter 19 of Nightmare Level,Chương 19 Ải Ác Mộng,제 19 장 악몽 스테이지,第19章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=120000;talent_point=2;850=380;851=230},{gold=120000;talent_point=2;850=380;851=230},{gold=120000;talent_point=2;850=380;851=230},{gold=120000;talent_point=2;850=380;851=230},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6691,Chapter 20 of Nightmare Level,第20章噩夢關卡,Chapter 20 of Nightmare Level,Chương 20 Ải Ác Mộng,제 20 장 악몽 스테이지,第20章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=125000;talent_point=2;850=390;851=240},{gold=125000;talent_point=2;850=390;851=240},{gold=125000;talent_point=2;850=390;851=240},{gold=125000;talent_point=2;850=390;851=240},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6701,Chapter 21 of Nightmare Level,第21章噩夢關卡,Chapter 21 of Nightmare Level,Chương 21 Ải Ác Mộng,제 21 장 악몽 스테이지,第21章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=130000;talent_point=2;850=400;851=250},{gold=130000;talent_point=2;850=400;851=250},{gold=130000;talent_point=2;850=400;851=250},{gold=130000;talent_point=2;850=400;851=250},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6711,Chapter 22 of Nightmare Level,第22章噩夢關卡,Chapter 22 of Nightmare Level,Chương 22 Ải Ác Mộng,제 22 장 악몽 스테이지,第22章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=135000;talent_point=2;850=410;851=260},{gold=135000;talent_point=2;850=410;851=260},{gold=135000;talent_point=2;850=410;851=260},{gold=135000;talent_point=2;850=410;851=260},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6721,Chapter 23 of Nightmare Level,第23章噩夢關卡,Chapter 23 of Nightmare Level,Chương 23 Ải Ác Mộng,제 23 장 악몽 스테이지,第23章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=140000;talent_point=2;850=420;851=270},{gold=140000;talent_point=2;850=420;851=270},{gold=140000;talent_point=2;850=420;851=270},{gold=140000;talent_point=2;850=420;851=270},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6731,Chapter 24 of Nightmare Level,第24章噩夢關卡,Chapter 24 of Nightmare Level,Chương 24 Ải Ác Mộng,제 24 장 악몽 스테이지,第24章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=145000;talent_point=2;850=430;851=280},{gold=145000;talent_point=2;850=430;851=280},{gold=145000;talent_point=2;850=430;851=280},{gold=145000;talent_point=2;850=430;851=280},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6741,Chapter 25 of Nightmare Level,第25章噩夢關卡,Chapter 25 of Nightmare Level,Chương 25 Ải Ác Mộng,제 25 장 악몽 스테이지,第25章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=150000;talent_point=2;850=440;851=290},{gold=150000;talent_point=2;850=440;851=290},{gold=150000;talent_point=2;850=440;851=290},{gold=150000;talent_point=2;850=440;851=290},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0416携带,,config/item/box/box_1_4.png,,打開後可選擇暴鯉龍碎片，鐵啞鈴碎片，甜竹竹碎片，四顎針龍碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={20631=1};choose2={21901=1};choose3={23841=1};choose4={24131=1}},{choose1={20631=1};choose2={21901=1};choose3={23841=1};choose4={24131=1}},{choose1={20631=1};choose2={21901=1};choose3={23841=1};choose4={24131=1}},{choose1={20631=1};choose2={21901=1};choose3={23841=1};choose4={24131=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6801,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0423魂匣,,config/item/box/box_1_4.png,,打開後可選擇炎帝碎片，寶貝龍碎片，木木梟碎片，乘龍碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={21231=1};choose2={21891=1};choose3={23661=1};choose4={20641=1}},{choose1={21231=1};choose2={21891=1};choose3={23661=1};choose4={20641=1}},{choose1={21231=1};choose2={21891=1};choose3={23661=1};choose4={20641=1}},{choose1={21231=1};choose2={21891=1};choose3={23661=1};choose4={20641=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6802,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0503魂匣,,config/item/box/box_1_4.png,,打開後可選擇閃電鳥碎片，牙牙碎片，克雷色利亞碎片，四顎針龍碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={20731=1};choose2={23001=1};choose3={22401=1};choose4={24131=1}},{choose1={20731=1};choose2={23001=1};choose3={22401=1};choose4={24131=1}},{choose1={20731=1};choose2={23001=1};choose3={22401=1};choose4={24131=1}},{choose1={20731=1};choose2={23001=1};choose3={22401=1};choose4={24131=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6803,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0514携带,,config/item/box/box_1_4.png,,打開後可選擇水君碎片，索羅亞碎片，利歐路碎片，雷吉艾斯碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={21241=1};choose2={22821=1};choose3={22241=1};choose4={21921=1}},{choose1={21241=1};choose2={22821=1};choose3={22241=1};choose4={21921=1}},{choose1={21241=1};choose2={22821=1};choose3={22241=1};choose4={21921=1}},{choose1={21241=1};choose2={22821=1};choose3={22241=1};choose4={21921=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6804,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0521魂匣,,config/item/box/box_1_4.png,,打開後可選擇雷公碎片，火焰鳥碎片，圓陸鯊碎片，波比克碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={21221=1};choose2={20741=1};choose3={22231=1};choose4={20861=1}},{choose1={21221=1};choose2={20741=1};choose3={22231=1};choose4={20861=1}},{choose1={21221=1};choose2={20741=1};choose3={22231=1};choose4={20861=1}},{choose1={21221=1};choose2={20741=1};choose3={22231=1};choose4={20861=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6805,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0611携带,,config/item/box/box_1_4.png,,打開後可選擇炎帝碎片，幼基拉斯碎片，火神蛾碎片，凱路迪歐碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={21231=1};choose2={21251=1};choose3={23151=1};choose4={23251=1}},{choose1={21231=1};choose2={21251=1};choose3={23151=1};choose4={23251=1}},{choose1={21231=1};choose2={21251=1};choose3={23151=1};choose4={23251=1}},{choose1={21231=1};choose2={21251=1};choose3={23151=1};choose4={23251=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6806,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0614魂匣,,config/item/box/box_1_4.png,,打開後可選擇急凍鳥碎片，鐵啞鈴碎片，超壞星碎片，拉帝歐斯碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={20721=1};choose2={21901=1};choose3={23771=1};choose4={21951=1}},{choose1={20721=1};choose2={21901=1};choose3={23771=1};choose4={21951=1}},{choose1={20721=1};choose2={21901=1};choose3={23771=1};choose4={21951=1}},{choose1={20721=1};choose2={21901=1};choose3={23771=1};choose4={21951=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6807,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0618魂匣,,config/item/box/box_1_4.png,,打開後可選擇暴鯉龍碎片，雷吉洛克碎片，天蠍王碎片，拉帝亞斯碎片其中之一,,404404,404404,,,,,,5,,16,,{choose1={20631=1};choose2={21911=1};choose3={21031=1};choose4={21941=1}},{choose1={20631=1};choose2={21911=1};choose3={21031=1};choose4={21941=1}},{choose1={20631=1};choose2={21911=1};choose3={21031=1};choose4={21941=1}},{choose1={20631=1};choose2={21911=1};choose3={21031=1};choose4={21941=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6808,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0709携带,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={20731=1};choose2={21891=1};choose3={23661=1};choose4={23161=1}},{choose1={20731=1};choose2={21891=1};choose3={23661=1};choose4={23161=1}},{choose1={20731=1};choose2={21891=1};choose3={23661=1};choose4={23161=1}},{choose1={20731=1};choose2={21891=1};choose3={23661=1};choose4={23161=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6809,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0716魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={23001=1};choose2={22401=1};choose3={21931=1};choose4={20641=1}},{choose1={23001=1};choose2={22401=1};choose3={21931=1};choose4={20641=1}},{choose1={23001=1};choose2={22401=1};choose3={21931=1};choose4={20641=1}},{choose1={23001=1};choose2={22401=1};choose3={21931=1};choose4={20641=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6810,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0719魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={21241=1};choose2={22231=1};choose3={22241=1};choose4={24131=1}},{choose1={21241=1};choose2={22231=1};choose3={22241=1};choose4={24131=1}},{choose1={21241=1};choose2={22231=1};choose3={22241=1};choose4={24131=1}},{choose1={21241=1};choose2={22231=1};choose3={22241=1};choose4={24131=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6811,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0806携带,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={20741=1};choose2={21251=1};choose3={21921=1};choose4={23171=1}},{choose1={20741=1};choose2={21251=1};choose3={21921=1};choose4={23171=1}},{choose1={20741=1};choose2={21251=1};choose3={21921=1};choose4={23171=1}},{choose1={20741=1};choose2={21251=1};choose3={21921=1};choose4={23171=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6812,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0813魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={22821=1};choose2={21901=1};choose3={23841=1};choose4={20861=1}},{choose1={22821=1};choose2={21901=1};choose3={23841=1};choose4={20861=1}},{choose1={22821=1};choose2={21901=1};choose3={23841=1};choose4={20861=1}},{choose1={22821=1};choose2={21901=1};choose3={23841=1};choose4={20861=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6813,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0903携带,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={21941=1};choose2={21951=1};choose3={23251=1};choose4={23181=1}},{choose1={21941=1};choose2={21951=1};choose3={23251=1};choose4={23181=1}},{choose1={21941=1};choose2={21951=1};choose3={23251=1};choose4={23181=1}},{choose1={21941=1};choose2={21951=1};choose3={23251=1};choose4={23181=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6814,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,0910魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={20721=1};choose2={21911=1};choose3={23151=1};choose4={23771=1}},{choose1={20721=1};choose2={21911=1};choose3={23151=1};choose4={23771=1}},{choose1={20721=1};choose2={21911=1};choose3={23151=1};choose4={23771=1}},{choose1={20721=1};choose2={21911=1};choose3={23151=1};choose4={23771=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6815,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,1001携带,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={20731=1};choose2={21891=1};choose3={22241=1};choose4={20381=1}},{choose1={20731=1};choose2={21891=1};choose3={22241=1};choose4={20381=1}},{choose1={20731=1};choose2={21891=1};choose3={22241=1};choose4={20381=1}},{choose1={20731=1};choose2={21891=1};choose3={22241=1};choose4={20381=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6816,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,1004魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={21241=1};choose2={20631=1};choose3={22401=1};choose4={21031=1}},{choose1={21241=1};choose2={20631=1};choose3={22401=1};choose4={21031=1}},{choose1={21241=1};choose2={20631=1};choose3={22401=1};choose4={21031=1}},{choose1={21241=1};choose2={20631=1};choose3={22401=1};choose4={21031=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6817,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,1008魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={21221=1};choose2={21931=1};choose3={22471=1};choose4={23161=1}},{choose1={21221=1};choose2={21931=1};choose3={22471=1};choose4={23161=1}},{choose1={21221=1};choose2={21931=1};choose3={22471=1};choose4={23161=1}},{choose1={21221=1};choose2={21931=1};choose3={22471=1};choose4={23161=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6818,"Shard Selection Chest ",碎片選擇寶箱,"Shard Selection Chest ",404404,조각 선택 상자,1022魂匣,,config/item/box/box_1_4.png,,,,404404,404404,,,,,,5,,16,,{choose1={21231=1};choose2={22231=1};choose3={20641=1};choose4={20501=1}},{choose1={21231=1};choose2={22231=1};choose3={20641=1};choose4={20501=1}},{choose1={21231=1};choose2={22231=1};choose3={20641=1};choose4={20501=1}},{choose1={21231=1};choose2={22231=1};choose3={20641=1};choose4={20501=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,Legendary Pokémon Selection Chest,神獸二選一禮包,Legendary Pokémon Selection Chest,404404,신수 2중 택1 패키지,盖欧卡雷吉奇卡斯,,config/item/box/box_15_4@.png,Open to select either one of Kyogre and Regigigas to obtain,打開後可以在蓋歐卡和雷吉奇卡斯中選擇一隻獲得,Open to select either one of Kyogre and Regigigas to obtain,404404,오픈 후 가이오가와 레지기가스 중 한 마리를 선택해 획득 가능.,,,,,,6,,16,99,{choose1={card={id=1961}};choose2={card={id=2381}}},{choose1={card={id=1961}};choose2={card={id=2381}}},{choose1={card={id=1961}};choose2={card={id=2381}}},{choose1={card={id=1961}};choose2={card={id=2381}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6851,"S+ Shard Selection Chest ",碎片選擇寶箱,"S+ Shard Selection Chest ",404404,"S+ 조각 선택 보물상자 ",盖欧卡雷吉奇卡斯,,config/item/box/box_15_4@.png,"Open to select either one of the Kyogre Shard*1, Regigigas Shard*1","打開後可選擇蓋歐卡碎片*1,雷吉奇卡斯碎片*1其中之一","Open to select either one of the Kyogre Shard*1, Regigigas Shard*1",404404,"오픈 후 가이오가 조각*1, 레지기가스 조각*1 중 하나를 선택 가능.",,,,,,6,,16,,"{choose1={21961=1};choose2={22381=1}} ","{choose1={21961=1};choose2={22381=1}} ","{choose1={21961=1};choose2={22381=1}} ","{choose1={21961=1};choose2={22381=1}} ",<3>,<1>,,,99,99,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,
6852,Legendary Pokémon Selection Chest,神獸二選一禮包,Legendary Pokémon Selection Chest,404404,신수 2중 택1 패키지,酋雷姆和谢米,,config/item/box/box_15_4@.png,Open to select either one of Kyurem and Shaymin to obtain,打開後可以在酋雷姆和謝米中選擇一隻獲得,Open to select either one of Kyurem and Shaymin to obtain,404404,오픈 후 큐레무와 쉐이미 중 한 마리를 선택해 획득 가능.,,,,,,6,,16,99,{choose1={card={id=3241}};choose2={card={id=2441}}},{choose1={card={id=3241}};choose2={card={id=2441}}},{choose1={card={id=3241}};choose2={card={id=2441}}},{choose1={card={id=3241}};choose2={card={id=2441}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6853,"S+ Shard Selection Chest ",碎片選擇寶箱,"S+ Shard Selection Chest ",404404,"S+ 조각 선택 보물상자 ",酋雷姆和谢米,,config/item/box/box_15_4@.png,Open to select either one of Kyurem Shard*1 and Shaymin Shard*1,"打開後可選擇酋雷姆碎片*1,謝米碎片*1其中之一",Open to select either one of Kyurem Shard*1 and Shaymin Shard*1,404404,"오픈 후 큐레무 조각*1, 쉐이미 조각*1 중 하나를 선택 가능.",,,,,,6,,16,,"{choose1={23241=1};choose2={22441=1}} ","{choose1={23241=1};choose2={22441=1}} ","{choose1={23241=1};choose2={22441=1}} ","{choose1={23241=1};choose2={22441=1}} ",<3>,<1>,,,99,99,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,
6854,Legendary Pokémon Selection Chest,神獸二選一禮包,Legendary Pokémon Selection Chest,404404,신수 2중 택1 패키지,蒂安希和雷吉奇卡斯kr,,config/item/box/box_15_4@.png,Open to select either one of Diancie and Regigigas to obtain,打開後可以在蒂安希和雷吉奇卡斯中選擇一隻獲得,Open to select either one of Diancie and Regigigas to obtain,404404,오픈 후 디안시와 레지기가스 중 하나를 선택하여 획득 가능,,,,,,6,,16,99,{choose1={card={id=3631}};choose2={card={id=2381}}},{choose1={card={id=3631}};choose2={card={id=2381}}},{choose1={card={id=3631}};choose2={card={id=2381}}},{choose1={card={id=3631}};choose2={card={id=2381}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6855,"S+ Shard Selection Chest ",碎片選擇寶箱,"S+ Shard Selection Chest ",404404,"S+ 조각 선택 보물상자 ",蒂安希和雷吉奇卡斯kr,,config/item/box/box_15_4@.png,Open to select either one of Diancie Shard*1 and Regigigas Shard*1,"打開後可選擇蒂安希碎片*1,雷吉奇卡斯碎片*1其中之一",Open to select either one of Diancie Shard*1 and Regigigas Shard*1,404404,"오픈 후 디안시 조각*1, 레지기가스 조각*1 중 하나를 선택 가능",,,,,,6,,16,,"{choose1={23631=1};choose2={22381=1}} ","{choose1={23631=1};choose2={22381=1}} ","{choose1={23631=1};choose2={22381=1}} ","{choose1={23631=1};choose2={22381=1}} ",<3>,<1>,,,99,99,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,
6856,Legendary Pokémon Selection Chest,神獸二選一禮包,Legendary Pokémon Selection Chest,404404,신수 2중 택1 패키지,美洛耶塔和胡帕,,config/item/box/box_15_4@.png,Open to select either one of Meloetta and Hoopa to obtain,打開後可以在美洛耶塔和胡帕中選擇一隻獲得,Open to select either one of Meloetta and Hoopa to obtain,404404,오픈 후 메로엣타와 후파 중 한 마리를 선택해 획득 가능.,,,,,,6,,16,99,{choose1={card={id=3261}};choose2={card={id=3641}}},{choose1={card={id=3261}};choose2={card={id=3641}}},{choose1={card={id=3261}};choose2={card={id=3641}}},{choose1={card={id=3261}};choose2={card={id=3641}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6857,"S+ Shard Selection Chest ",碎片選擇寶箱,"S+ Shard Selection Chest ",404404,"S+ 조각 선택 보물상자 ",美洛耶塔和胡帕,,config/item/box/box_15_4@.png,Open to select either one of Meloetta Shard*1 and Hoopa Shard*1,"打開後可選擇美洛耶塔碎片*1,胡帕碎片*1其中之一",Open to select either one of Meloetta Shard*1 and Hoopa Shard*1,404404,"오픈 후 메로엣타 조각*1, 후파 조각*1 중 하나를 선택 가능.",,,,,,6,,16,,"{choose1={23261=1};choose2={23641=1}} ","{choose1={23261=1};choose2={23641=1}} ","{choose1={23261=1};choose2={23641=1}} ","{choose1={23261=1};choose2={23641=1}} ",<3>,<1>,,,99,99,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,
