变量名,key,text,text_tw,text_en,text_vn,text_kr
8384,chipHaveNotResonance,"""No quality level resonance attribute currently, go get and strengthen the chip now! """,暫無品質等級共鳴屬性，快去獲取並強化晶片吧！,"""No quality level resonance attribute currently, go get and strengthen the chip now! """,,
8385,chipResonance,Quality level resonance attribute,品質等級共鳴屬性,Quality level resonance attribute,,
8386,chipRatePreviewTip,Selected UP set chip obtain chance gets an extra increase (the total probability remains unchanged),選定的UP套裝晶片概率獲得額外提升（總的概率不變）,Selected UP set chip obtain chance gets an extra increase (the total probability remains unchanged),,
8387,chipDrawSuitUp01,Please select UP chip,請選擇UP晶片,Please select UP chip,,
8388,chipNSuitAttrEffect,"""%d set effect (%s): """,%d件套效果(%s):,"""%d set effect (%s): """,,
8389,chipExpMax,Current experience is full,當前經驗已滿,Current experience is full,,
8390,chipAdvanceSelectedMax,You can only choose to refine 2 secondary attributes at most,最多只能選擇洗練2條副屬性,You can only choose to refine 2 secondary attributes at most,,
8391,chipAdvanceSelectFirst,Please select the secondary attribute to be refined,請先選擇要洗練的副屬性,Please select the secondary attribute to be refined,,
8392,chipSubAttrRandom,Refine the random attribute library:,洗練隨機屬性條庫：,Refine the random attribute library:,,
8393,chipAdvanceReset,"#C0x5b545b# After resetting, you can re-select the ssecondary-attributes of the refining, whether to consume %s#Icommon/icon/icon_diamond.png-56-56# to restore to",#C0x5b545b#重置洗練後可重新選擇洗練的副屬性，是否消耗%s#Icommon/icon/icon_diamond.png-56-56#恢復為,"#C0x5b545b# After resetting, you can re-select the ssecondary-attributes of the refining, whether to consume %s#Icommon/icon/icon_diamond.png-56-56# to restore to",,
8394,huntingRouteDetail,#L10##L00100000##LOC0x5B545B##C0xFFFCED# Route progress: #L00100000##LOC0x5B545B##C0x84D329##L00100000##LOC0x5B545B#%d#L00100000##LOC0x5B545B##C0xFFFCED#/%d,#L10##L00100000##LOC0x5B545B##C0xFFFCED#路線進度: #L00100000##LOC0x5B545B##C0x84D329##L00100000##LOC0x5B545B#%d#L00100000##LOC0x5B545B##C0xFFFCED#/%d,#L10##L00100000##LOC0x5B545B##C0xFFFCED# Route progress: #L00100000##LOC0x5B545B##C0x84D329##L00100000##LOC0x5B545B#%d#L00100000##LOC0x5B545B##C0xFFFCED#/%d,,
8395,huntingReviveTips,"There are no Pokémon need to be resurrect. Do you choose this treatment method? After confirming, go to the next level.",沒有需要復活的精靈，是否選擇此治療方式?確定後進入到下一個關卡。,"There are no Pokémon need to be resurrect. Do you choose this treatment method? After confirming, go to the next level.",,
8396,huntingCureTips,"There are no Pokémon need to be heal. Do you choose this treatment method? After confirming, go to the next level.",沒有需要治療的精靈，是否選擇此治療方式?確定後進入到下一個關卡。,"There are no Pokémon need to be heal. Do you choose this treatment method? After confirming, go to the next level.",,
8397,attrDoubleDefence,P. & Sp. DEF,雙防,P. & Sp. DEF,,
8398,attrDoubleDefenceIgnore,P. & Sp. DEF Ignorance,雙防忽視,P. & Sp. DEF Ignorance,,
8399,startSignUpTime,Start registration time:,開始報名時間:,Start registration time:,,
8400,endSignUpTime,Deadline for registration:,截至報名時間:,Deadline for registration:,,
8401,unionFightDaliyOver1,#C0xF1A732#%s#C0xFFFCED#'s #C0xFFDA48#%s#C0xFFFCED# has won the final victory! Registration time for the next round at #C0xFFFCED#,#C0xFFFCED#本輪比賽已結束，#C0xF1A732#%s#C0xFFFCED#的#C0xFFDA48#%s#C0xFFFCED#獲得了最終勝利，下一輪開始報名時間:,#C0xF1A732#%s#C0xFFFCED#'s #C0xFFDA48#%s#C0xFFFCED# has won the final victory! Registration time for the next round at #C0xFFFCED#,,
8402,crossMineOverStr,"Current truce time, start time:",當前休戰時間，開賽時間:,"Current truce time, start time:",,
8403,chipStrengthenTip,"#C0x5B545B# has selected #C0xF76B45# purple or higher quality chips or enhanced chips #C0x5B545B#, do you confirm the enhancement?",#C0x5B545B#已選擇#C0xF76B45#紫色或者紫色以上品質的晶片或有強化過的晶片#C0x5B545B#，是否確認強化？,"#C0x5B545B# has selected #C0xF76B45# purple or higher quality chips or enhanced chips #C0x5B545B#, do you confirm the enhancement?",,
8404,chipDrawLimit,Insufficient number of chip draws today,今日晶片抽取次數不足,Insufficient number of chip draws today,,
8405,chipTitle,Chip Draw,晶片抽取,Chip Draw,,
8406,itemDrawRate,Item Draw rate,道具抽取概率,Item Draw rate,,
8407,chipCoinNotEnough,Insufficient %s to refine,%s不足，無法洗練,Insufficient %s to refine,,
8408,huntingLimitTip,Unlock after reach %s level,等級%s級開啟,Unlock after reach %s level,,
8409,rarityChip2,Green quality chip,綠色品質晶片,Green quality chip,,
8410,rarityChip3,Blue quality chip,藍色品質晶片,Blue quality chip,,
8411,rarityChip4,Purple quality chip,紫色品質晶片,Purple quality chip,,
8412,rarityChip5,Orange quality chip,橙色品質晶片,Orange quality chip,,
8413,rarityChip6,Red quality chip,紅色品質晶片,Red quality chip,,
8414,chipSlotError,Unmatched chip inlay position,晶片鑲嵌位置不匹配,Unmatched chip inlay position,,
8415,chipLocked,The chip is successfully locked and will not be consumed when enhencing,晶片鎖定成功，強化時不會被消耗,The chip is successfully locked and will not be consumed when enhencing,,
8416,chipStrengthenLocked,"The current chip is locked, you can long press the details interface to unlock",當前晶片已鎖定，可長按詳情介面解鎖,"The current chip is locked, you can long press the details interface to unlock",,
8417,chipResonanceDetail01,"#C0x5B545B##F36# Stage%d: When inlay #F44# %d #F36# %s≥%s#C0x5B545B# quality chips at the same time, %s","#C0x5B545B##F36#階段%d: 同時鑲嵌#F44# %d #F36#個%s≥%s#C0x5B545B#品質晶片時, %s","#C0x5B545B##F36# Stage%d: When inlay #F44# %d #F36# %s≥%s#C0x5B545B# quality chips at the same time, %s",,
8418,chipResonanceDetail02,"#C0x5B545B##F36# Stage %d: while inlaying #F44# %d #F36# #C0xE77422##F44#≥%d#F36# level#C0x5B545B# quality chip, %s","#C0x5B545B##F36#階段%d: 同時鑲嵌#F44# %d #F36#個#C0xE77422##F44#≥%d#F36#級#C0x5B545B#品質晶片時, %s","#C0x5B545B##F36# Stage %d: while inlaying #F44# %d #F36# #C0xE77422##F44#≥%d#F36# level#C0x5B545B# quality chip, %s",,
8419,chipResonanceDetail03,#L10##F40##C0x5B545B# Quality resonance:,#L10##F40##C0x5B545B#品質共鳴：,#L10##F40##C0x5B545B# Quality resonance:,,
8420,chipResonanceDetail04,#L10##F40##C0x5B545B# Level resonance:,#L10##F40##C0x5B545B#等級共鳴：,#L10##F40##C0x5B545B# Level resonance:,,
8421,chipQuickSelectTip,No current quality chip available to select,未擁有可選擇的當前品質晶片,No current quality chip available to select,,
8422,randomAttributes,Random attribute,隨機屬性,Random attribute,,
8423,chipDetailInfo01,Get unlock,獲取解鎖,Get unlock,,
8424,challenage,challenge,挑戰,challenge,,
8425,nextLimitGate,Stage %s,第 %s 關,Stage %s,,
8426,onlineFightTeamChange,"There are Pokémons banned by the system in the battle line-up, please re-arrange it",對戰佈陣中存在系統禁用的精靈請重新佈陣,"There are Pokémons banned by the system in the battle line-up, please re-arrange it",,
8427,onlineFightUseMainTeam,Pokémon that are banned by the system in the main lineup have been filtered out,已過濾掉主陣容中系統禁用的精靈,Pokémon that are banned by the system in the main lineup have been filtered out,,
8428,onlineFightUnlimitedBanCard,System Banned,系統禁用,System Banned,,
8429,onlineFightBanTip3,*Banned Pokémons cannot be used in unlimited games,*禁用的精靈將無法在無限製賽中使用,*Banned Pokémons cannot be used in unlimited games,,
8430,onlineFightBanTip4,*System will update the list of Banned Pokémons from time to time,*系統會不定時更新禁用精靈列表,*System will update the list of Banned Pokémons from time to time,,
8431,notSwipe,The event has not been cleared and cannot be swept.,活動未通關，無法掃蕩。,The event has not been cleared and cannot be swept.,,
8432,chipStrengthComeBack,And return %d coins,並返還%d金幣,And return %d coins,,
8433,chipRebirth,Chip rebirth,晶片重生,Chip rebirth,,
8434,selectChip,Please select a chip,請選擇晶片,Please select a chip,,
8435,haveNoSelectGem,No Rune available to reset,暫無可以重生的符石,No Rune available to reset,,
8436,haveNoSelectChip,There is no chip that can be rebirth,暫無可以重生的晶片,There is no chip that can be rebirth,,
8437,chipBagSuitFilter,Type selection,類型篩選,Type selection,,
8438,chipBagAttrFilter,Attribute filtering,屬性篩選,Attribute filtering,,
8439,chipBagAttrFilterMulti,Multiple selected,已多選,Multiple selected,,
8440,noSuit,No set,無套裝,No set,,
8441,chipPlan,Chip solution,晶片方案,Chip solution,,
8442,chipPlanBag,Chip solution backpack,晶片方案背包,Chip solution backpack,,
8443,chipPlanSuitFilter,Set filter,套裝篩選,Set filter,,
8444,chipPlanOrderDefault,Default order,預設順序,Default order,,
8445,plan,Plan,方案,Plan,,
8446,planSaved,Plan saved,方案已保存,Plan saved,,
8447,changPlanName,Modify the plan name,修改方案名稱,Modify the plan name,,
8448,planRenameSuccess,The plan name has been modified successfully,方案名稱修改成功,The plan name has been modified successfully,,
8449,chipPlanEquipTip,The chip of the current Pokémon has not been saved as a plan. Confirm the current plan of the equipment?,當前精靈的晶片未保存為方案，確認裝備當前方案？,The chip of the current Pokémon has not been saved as a plan. Confirm the current plan of the equipment?,,
8450,chipPlanEquipShow,Display equipment,顯示裝備,Display equipment,,
8451,chipPlanEquipHide,Hidden equipment,隱藏裝備,Hidden equipment,,
8452,chipPlanBagCloseTip,"The current plan has not been saved, are you sure to give up and exit?","當前方案未保存, 確認放棄退出？","The current plan has not been saved, are you sure to give up and exit?",,
8453,chipPlanDeleteTip,Are you sure you want to delete the plan?,確定要刪除方案麼？,Are you sure you want to delete the plan?,,
8454,chipUsedInPlans,Has been applied to the plan:,已被應用於方案:,Has been applied to the plan:,,
8455,todayNoTip,Don't remind me today,今日不再提示,Don't remind me today,,
8456,chipPlanItemNewTip,Are you sure you want to replace this plan?,確定要替換該方案麼？,Are you sure you want to replace this plan?,,
8457,chipPlanUsedTip,"%D chips are being used, do you confirm to equip?",有%d個晶片正在被使用，是否確認裝備？,"%D chips are being used, do you confirm to equip?",,
8458,chipInEquip,Equip to,裝備於,Equip to,,
8459,chipRebirthRule,Chip rebirth instructions,晶片重生說明,Chip rebirth instructions,,
8460,worldInvitation,World invitation,世界邀請,World invitation,,세계 초대
8461,rebirthChipTip,"#C0x5b545b# The selected chip is about to be rebirth, and the training level will be restored to default#C0x5b545b#. Do you want to continue?",#C0x5b545b#即將重生選中的晶片，培養等級將#C0xF76B45#還原至初始狀態#C0x5b545b#，是否繼續？,"#C0x5b545b# The selected chip is about to be rebirth, and the training level will be restored to default#C0x5b545b#. Do you want to continue?",,
8462,chipAttrFilterCountMax,Choose up to 4,最多選擇4條,Choose up to 4,,
8463,planNew,New plan,新方案,New plan,,
8464,planNameSame,"Project name already exist, please rename",方案名稱已存在，請重新命名,"Project name already exist, please rename",,
8465,planHasExist,Chips in currently selected plan,當前已選擇方案中的晶片,Chips in currently selected plan,,
8466,double11Subtitle,Fortune Incoming,Fortune Incoming,Fortune Incoming,,
8467,double11ShopTip,Various Merchant\nPurchase Now,繽紛好物\n嗨購起來！,Various Merchant\nPurchase Now,,
8468,chipOnekeyDownTip,Confirm to one tap remove current chip?,確認一鍵卸下當前晶片？,Confirm to one tap remove current chip?,,
8469,chipAdvanceTip,(The limit of the attribute is related to the number of enhancements),（屬性上限跟強化次數有關）,(The limit of the attribute is related to the number of enhancements),,
8470,chipAdvanceRule,[Chip enhancement rules],【晶片強化規則】,[Chip enhancement rules],,
8471,chipRule,[Chip Rules],【晶片規則】,[Chip Rules],,
8472,beachIceShop,Beach Water Ice Shop,沙灘刨冰店,Beach Water Ice Shop,,비치 빙수점
8473,perfectService,:That's it! Exactly the same as my needs,：就是這樣！跟我的需求一模一樣,:That's it! Exactly the same as my needs,,: 바로 이거야!  내가 원하는 것과 똑같아
8474,goodService,":Order is different, it is also okay",：雖然順序不同，但也可以,":Order is different, it is also okay",,: 순서는 다르지만 그래도 괜찮아
8475,defectiveService,: Different from my needs,：和我的需求不同,: Different from my needs,,: 내가 원하는 것과 다르네
8476,exitDuringProductionTip,"Pokémon has made a request, and now the withdrawal will only be settled based on the current points. Do you want to withdraw?",精靈已經提出需求，現在退出只會根據當前積分結算，是否退出？,"Pokémon has made a request, and now the withdrawal will only be settled based on the current points. Do you want to withdraw?",,포켓몬이 이미 주문했습니다. 지금 퇴장하면 현재 포이트 점수로 계산됩니다. 퇴장하시겠습니까?
8477,purchaseTimesTip,#C0x5B545B#Do you use confirm to use %s#Icommon/icon/icon_diamond.png-56-56# to fill up the materials?,#C0x5B545B#是否使用%s#Icommon/icon/icon_diamond.png-56-56#補全材料？,#C0x5B545B#Do you use confirm to use %s#Icommon/icon/icon_diamond.png-56-56# to fill up the materials?,,#C0x5B545B# %s#Icommon/icon/icon_diamond.png-56-56#를 소모해 재료를 보충하시겠습니까?
8478,settlementPoints,"You served %d customers, earned %d points in total",您共服務了%d位顧客，共獲得%d點積分，其中：,"You served %d customers, earned %d points in total",,총 %d명의 고객에게 서비스를 제공하고 %d포인트를 획득하셨습니다:
8479,perfectNumber,Perfect served ---%d customer,完美服務了---%d位,Perfect served ---%d customer,,완벽 서비스---%d명
8480,goodPeople,Good served ---%d customer,良好服務了---%d位,Good served ---%d customer,,보통 서비스---%d명
8481,numberOfDefects,Badly served ---%d customer,瑕疵服務了---%d位,Badly served ---%d customer,,불량 서비스---%d명
8482,bonusPoints," +%d points"," +%d分"," +%d points",,+%d점
8483,volleyballGuide1,Your field is on the left,左側為己方場地,Your field is on the left,,왼쪽은 자기편 코트다.
8484,volleyballGuide2,Opponent's field is on the right,右側為對手場地,Opponent's field is on the right,,오른쪽은 상대 코트다.
8485,volleyballGuide3,You can move left and right to control Pokémon to catch the ball,可以左右移動控制精靈接球,You can move left and right to control Pokémon to catch the ball,,좌우로 움직여 포켓몬의 리시브를 컨트롤 할 수 있다.
8486,volleyballGuide4,"#C0xF76B45#Long press the #C0x5B545B# charge button, the ball can be hit higher and farther, and power will gradually weaken after release",#C0xF76B45#長按#C0x5B545B#蓄力鍵，球可以打的更高更遠，鬆開後力量會逐漸減弱,"#C0xF76B45#Long press the #C0x5B545B# charge button, the ball can be hit higher and farther, and power will gradually weaken after release",,"축력 버튼을 #C0xF76B45#길게 누르면 #C0x5B545B#공을 더 높이 더 멀리 칠 수 있으며, 풀면 힘이 점점 약해진다."
8487,volleyballGuide5,"Every time #C0xF76B45# hits back #C0x5B545B# successfully, it will accumulate energy. When energy reaches certain amount can release skills, please use it reasonably",每次#C0xF76B45#成功回擊#C0x5B545B#都會積攢能量，達到檔位的能量可以釋放技能，請合理運用吧,"Every time #C0xF76B45# hits back #C0x5B545B# successfully, it will accumulate energy. When energy reaches certain amount can release skills, please use it reasonably",,"매번 #C0xF76B45#리턴을 성공#C0x5B545B#할 때마다 에너지가 쌓이고, 레벨에 도달한 에너지는 스킬을 방출할 수 있으니 적절히 활용하세요."
