变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs
900059,Hudi --skill2,increase self defense,,,defenceIgnore,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,
900060,skill3 (to be added),Dispel Defense Enhancement Effect,,,,,未分组,,,,,,<900007>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=1}>,,,,,,,,,,,,,,
900061,Features (to be added),Immune to damage over time,,,,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900062,carry props,reduce damage,,,damageReduce,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900063,Lotus leaf boy skill1 (to be added),dispel abnormal state,,,,,未分组,,,,,,<900002;900021;900031;900033>,<1;1>,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=1}>,,,,,,,,,,,,,,
900064,Immune to all damage,Immune to all damage,,,immuneDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=1}>,,,,,,,,,,,,,,
900065,Zap monster,add attack,,,damage,,未分组,,,,,,,,2,5,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
900066,kill additional damage,direct damage,,,buffDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,
900100,Increase skill power,,,,skillPower,,未分组,,,,,,,,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900200,weather,,,,weather,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910000,Gem Starfish (dispels debuffs),dispel abnormal state,,,,,未分组,,,,,,<900002;900004;900006;900008;900010;900012;900014;900016>,<1;1>,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910001,reduce anger,reduce anger,,,addMp1,,未分组,,109,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,,,,,,,,,,,,,,,
910002,Self-destruct magnet monster release buff,Ability to Dispel Magnetic Fields,,,,,未分组,,,,,,<910003>,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910003,Magneto passive,magnetic field capability,,,,,未分组,,,,,,,,2,999999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910004,retaliation,retaliation,,,rebound,,未分组,,,,,,,,,,,,battle/buff_icon/logo_fs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910005,Increase crit resistance,Increase crit resistance,,,strikeResistance,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,
910006,Reduce crit resistance,Reduce crit resistance,,,strikeResistance,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjkx_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxjd.png,,,,,,,,,,,,,,,,,,,,,
910007,Builder Passive_Additional Attack,add attack,,,damage,,未分组,,,,,,,,2,5,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
910008,Physical Attack Vulnerability,Physical Attack Vulnerability,,,damageSub,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,
910009,Special Attack Vulnerable,Special Attack Vulnerable,,,damageSub,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,
910010,Reduce life limit,Reduce life limit,,,addHpMax,,特殊,,191,102,,,,,2,999999,,,battle/buff_icon/logo_smsx_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxjd.png,,,,,,,,,,,,,,,,,,,,,
910011,direct bleeding,really hurt,,,buffDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,
910012,Dispel buff,Dispel buff,,,,,未分组,,,,,,<900001;900003;900005;900007;900009;900011;900013;900015;900019;900020;900023;900024;900025;900026;900030;900033;900034;900035;910003;910005;910006;910007>,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910013,single blood,single blood,,,addHP,,未分组,,,,,,,,1,1,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
910014,ignore special defense,ignore special defense,,,specialDefenceIgnore,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910015,Universal Resurrection (Test),Universal Resurrection (Test),,,reborn,,未分组,,,,,,,,,,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=12};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1020002;caster=2;holder=1;lifeRound=99;value=0;bond=1}>>}>,,,0,,,,<{type=1;limit = 1}>,,,,,,,
910032,Arbor mark,Reduce physical defense,,,defence,,未分组,,,,,,,,0,,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,
910036,Rumble stone skill2,Dispel Attack Enhancement,,,,,未分组,,,,,,<900003;900005>,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990001,Hail weather buff,big round damage,,,buffDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_weather_bb.png,1,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=3}>,,,,,,,,,,,,,,
990002,Sandstorm weather buff1,small round damage,,,buffDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_weather_sab.png,1,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
990003,Sandstorm weather buff2,Special defense boost,,,specialDefence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
999999,single blood,single blood,,,addHP,,未分组,,,,,,,,1,3,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,<{nodeId=0;triggerPoint=4}>,,,,,,,,,,,,,,
1008611,test1,"Node 1 is triggered when the buff is just created, adding basic attributes damage and hp to the holder, node 2 is triggered when the buff is over, and the trigger effect is to create a new sub-buff 1008612, which adds defense to the holder. Node 3 is called after node 1 is successfully triggered, and the effect is to add damage -5000 to the holder.",,,,,未分组,,,,,,,,,,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<addAttrNode;addHP>;funcArgs=<{attr=damage;val=5000};50000>;trueCall=<3>};{nodeId=2;triggerPoint=2;conditionExpr=conditionT.c1 and (conditionT.c2 or conditionT.c3);effectFuncs=<castBuff>;funcArgs=<<{cfgId=1008612;caster=2;holder=2;lifeRound=2;value=2000}>>;delSelfWhenTriggered=2};{nodeId=3;triggerPoint=0;effectFuncs=<addAttr>;funcArgs=<{attr=damage;val=-5000}>}>,,,,,,,,,,,,,,
1008612,test2,test,,,defence,,未分组,,,,,,,,,,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,
1008613,test3,"The buff configuration lasts for 5 rounds, but after node 1 is triggered, it will only last for 1 round before it ends. Node 1 adds several sub-buffs to itself when it is first created. When the main buff ends, the sub-buffs end together. Node 2 triggers on over, making the target cast an ability.",,,,,未分组,,,,,,,,,,,,battle/buff_icon/logo_zd.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
1008614,test4,sub buff,,,damage,,未分组,,,,,,,,,,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
1008615,test5,sub buff,,,specialDamage,,未分组,,,,,,,,,,,,battle/buff_icon/logo_tg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
1008616,test6,sub buff,,,damageHit,,未分组,,,,,,,,,,,,battle/buff_icon/logo_mz_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo (level boss),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999991,special defense reduction,special defense reduction,,,specialDefence,,未分组,1,,,,,,,2,3,,,battle/buff_icon/logo_tf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
9999969,Increased anger,Increased anger,,,addMp1,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
9999968,reduced anger,reduced anger,,,addMp1,,未分组,2,109,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999992,Increased damage reduction,Increased damage reduction,,,damageSub,,未分组,2,,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,
9999993,Critical damage increased,Critical damage increased,,,ultimateAdd,,未分组,2,,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,
9999994,Increased anger,Increased anger,,,addMp1,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999995,Increased critical damage,Increased critical damage,,,strikeDamage,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,
9999996,Forbidden,Healing effect reduced to 0,,,cure,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_jl2.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_jl2.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999997,control immunity,control immunity,,,,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_kzmy.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999998,Increased crit rate,Critical Strike Rating Increased,,,strike,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
9999989,continuous recovery,continuous treatment,,,addHP,,未分组,1,,,,,,,2,22,,,battle/buff_icon/logo_cxzl.png,1,buff/zhiliao/zhiliao.skel,<chixuzhiliao_loop>,,,2,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=3}>,,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999979,Increased anger,Increased anger,,,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,<{nodeId=0;triggerPoint=11;buffValueUpdatePoint=5;}>,,,,,,,,,,,,,,
9999958,speed increase,speed increase,,,speed,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,<{nodeId=0;triggerPoint=11;buffValueUpdatePoint=5;}>,,,,,,,,,,,,,,
9999948,Increased critical damage,Increased critical damage,,,strikeDamage,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091221,Pikachu for testing,Physical defense reduction,A,A,weather,,,1,1303,,,,<10091226>,,1,1,,,battle/buff_icon/logo_wf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,
10091222,,,,,weather,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
10091223,physical attack increased,physical attack increased,B&A,B&A基础属性增益,damage,,,1,1202,,,,,,2,5,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,2,1,,,,,,,,,,,
10091224,burn,,B&A,dott_B&A,buffDamage,,,2,1500,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,0,,,,,,,,,,,,,,battle/txt/txt_zs1.png,20,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
10091225,,,,,buff1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=math.ceil(ymrand.random(10091221.0001,10091223));caster=2;holder=2;lifeRound=99;value=target:damage()}>>; }>",,,,,,,,,,,,,,
10091226,frozen,,universal,强控制,freeze,,,2,26,,,,,,1,1,,,battle/buff_icon/logo_bd.png,,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,,,,,,,,,{res=buff/bingdong/bingdong.skel;aniName=bingdong_end;pos=0},{typ=pause},battle/txt/txt_bd.png,11,,,,,,,,,,,,,,,,,,,,
,,,,,transferBuffToOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,copyCasterBuffsToHolder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"math.ceil(ymrand.random(10091222,10091223))",,,,,,,,,,,,,,
,,,,,cantDispelBuffRound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=10091223;caster=2;holder=2;lifeRound=99;value=target:damage()}>>; }>,,,,,,,,,,,,,,
,,,,,changeSpeedPriority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mp1OverFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,changeBuffLifeRound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,refreshBuffLifeRound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091227,trigger,,,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=9;effectFuncs=<castBuff>;funcArgs=<<{cfgId=10091228;caster=2;holder=7;lifeRound=2;value=target:attackerSkill():getId();prob=1}>>; }>,,,,,,,,,,,,,,
10091228,resentment,,,,silence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bd.png,1,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092001,evolution,,,,,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=18;onSomeFlag=<less(self:hp()/self:hpMax(),0.7)>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=10092002;caster=2;holder=1;lifeRound=99;value=1;prob=1}>>;delSelfWhenTriggered=1 }>",,,,,,,,,,,,,,
10092002,second form,Transform image,S,S,changeUnit,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_xr.png,,,,,,,"<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=18;delSelfWhenTriggered=1;onSomeFlag=<less(self:hp()/self:hpMax(),0.4)>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=10092003;caster=2;holder=1;lifeRound=99;value=2;prob=1}>>; }>",,,,,,,,,,,,,,
10092003,third form,Transform image,S,S,changeUnit,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_xr.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dispel second form,Transform image,S,S,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=10092004;caster=2;holder=1;lifeRound=99;value=2;prob=1}>>; }>,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19111111,test snake,suicide,A,A,kill,,未分组,1,,,,,,,1,1,,FALSE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;onSomeFlag=<lessE(getNowRound(),2)>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=19111112;caster=2;holder=1;lifeRound=1;value=2000;prob=1}>;<{cfgId=19111113;caster=2;holder=1;lifeRound=1;value=target:speed()*0.2;prob=1}>;<{cfgId=19111114;caster=2;holder=1;lifeRound=1;value=200;prob=1}>;<{cfgId=19111115;caster=2;holder=1;lifeRound=1;value=1;prob=1}>>};{nodeId=2;triggerPoint=3;effectFuncs=<castBuff;castBuff>;onSomeFlag=<getNowRound() == 3>;funcArgs=<<{cfgId=19111116;caster=1;holder=1;lifeRound=1;value=221;prob=1}>;<{cfgId=19111118;caster=1;holder=1;lifeRound=1;value=0;prob=1}>>};{nodeId=3;triggerPoint=3;effectFuncs=<castBuff>;onSomeFlag=<getNowRound() == 4>;funcArgs=<<{cfgId=19111117;caster=1;holder=1;lifeRound=1;value=1000000;prob=1}>>}>",,2,,,,,,,,,,,,
19111112,damage increase,damage increase,S+,S+减益,finalDamageAdd,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
19111113,speed increase,speed increase,,,speed,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,2,,,,,,,,,,,,
19111114,Increased anger,Increased anger,,,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,2,,,,,,,,,,,,
19111115,Dialga,new round,S+,skill2,atOnceBattleRound,,未分组,1,,,,,,,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
19111116,turn into,turn into,S+,必杀技,changeUnit,,未分组,2,,,,,,,0,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_qyxt.png,,,<TRUE>,,,,,,2,,,,,,,,,,,,
19111117,Candle Spirit,suicide,A,A,kill,,未分组,1,,,,,,,0,1,,FALSE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
19111118,Dialga,11 stars,S,skill2,silence,,未分组,1,,,,,,,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<0>,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200001,,Immune to blown away,,,,,,1,50020,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200002,,full immune control,,,,,,1,50022,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200101,,Hit trigger,S,,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{cfgId=4200102;caster=2;holder=2;lifeRound=1;value=200}>>}>,,,,,,,,,,,,,,
4200102,,Injured plus 100 anger,S,,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200201,,trigger every turn,S,,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=4200202;caster=2;holder=2;lifeRound=99;value=1000}>;<{cfgId=4200203;caster=2;holder=2;lifeRound=99;value=2000}>>}>,,,,,,,,,,,,,,
4200202,,Increase crit rate,S,,strike,,不可驱散,1,,,,,,,2,99,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
