变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,Fighter Evolution - Strengthen Button,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Fighter Evolution - Ascension Panel,12,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,Click on the panel to switch to Ascension Star,點擊面板，切換到升星,Click Star Activation.,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Fighter Evolution-Dialogue,12,,,,,,,,,,,,,0.5,,0,,,,big_hero/bashentaiyi.png,,Yagami Master,八神主人,404,404404,"Pet, look, the light from the divine plan is getting brighter and brighter, do you feel anything?",寵物，你看，神聖計畫發出的光芒越來越亮了，你有感受到什麼嗎？,404,,404404,,,,,,,,,,,,,,
,,Fighter Evolution-Dialogue,12,,,,,,,,,,,,,,,1,,,,big_hero/yagushou.png,,pet,寵物,404,펫,"Master, I don't know, but I feel that there is infinite power coming out of my body.",主人，我不知道，但我感覺身體有無窮的力量要湧出來。,404,,404404,,,,,,,,,,,,,,
,,Fighter Evolution-Dialogue,12,,,,,,,,,,,,,,,0,,,,big_hero/bashentaiyi.png,,Yagami Master,八神主人,404,404404,Is this the power of evolution that Omega pets mentioned?,這難道就是奧米加寵物所說的進化之力？,404,,404404,,,,,,,,,,,,,,
,,Fighter Evolution-Dialogue,12,,,,,,,,,,,,,,,1,,,,big_hero/yagushou.png,,pet,寵物,404,펫,"Let me evolve, master, I want to become stronger to protect the master! Because the master is my best friend!",讓我進化吧，主人，我要變得更加強大，來保護主人！因為主人是我最好的夥伴！,404,,404404,,,,,,,,,,,,,,
,,Fighter Evolution-Dialogue,12,,,,,,,,,,,,,,,0,,,,big_hero/bashentaiyi.png,,Yagami Master,八神主人,404,404404,"Friends, yes, for friends of the pet world! Pets, evolution --- Tyrannosaurus pets!",夥伴，是的，為了寵物世界的夥伴們！寵物，進化———暴龍寵物！,404,,404404,,,,,,,,,,,,,,
,,Fighter Evolution - Evolution Chain Button,12,,,,,,,,,,,,,,,,,,{x=300;y=150},,{x=300;y=150},,,,,Click on the evolution chain to evolve pets,點擊進化鏈，去進化寵物,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,fighter evolution-evolution,12,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,Fighter Ascension Star-Ascension Panel,12,,,,,,,,,,,,,2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skill Upgrade - Dialogue,101,,,,204,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Upgrading the skill level can enhance the combat effectiveness of pets,提升技能等級可以增強寵物的戰鬥力,404,,404404,,,,,,,,,,,,,,
,,Skill Upgrade - Go to Fighter Panel,101,,,,,,,,,,,,,,,0,,,{x=0;y=150},,{x=0;y=150},,,,,Click to go to the pet interface,點擊前往寵物介面,404,,404404,,,,,guide_finger/yindaoshouzhi,90,,,,,,,,
,,Skill upgrade - strengthen button,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Skill Upgrade - Skill Panel,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Skill upgrade - skill button,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skill Upgrade - Blank,101,,,,,,,,{gold=0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skill Upgrade - Blank,101,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Level Up - Dialogue,102,,,,206,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Look, we got pet batteries that can be used to level up pets",看，我們獲得了可以用於提升寵物等級的寵物電池,404,,404404,,,,,,,,,,,,,,
,,Level Up - Dialogue,102,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Go and use it now!,現在就去使用吧！,Let's use it now!,,404404,,,,,,,,,,,,,,
,,Level Up - Go to Fighter Panel,102,,,,,,,,,,,,,,,1,,,{x=0;y=150},,{x=0;y=150},,,,,Click to go to the pet interface,點擊前往寵物介面,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Level upgrade - strengthen button,102,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Level Up - Level Panel,102,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,Click on the panel to switch to upgrade,點擊面板，切換到升級,Click Upgrade.,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Combat Guide - Upgrade,102,,,,,,,,{gold=0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Skill upgrade - skill button,102,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Skill Upgrade - Blank,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Upgrade - Gold Coins,103,,,,208,,,,{gold=20000},,,,10301,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Upgrade - Go to Fighter Panel,104,,,,208,,,,,,,1,,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,Strengthening equipment can gain stronger combat power,強化裝備可以獲得更強的戰鬥力,Fortify Equip. can boost power.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment upgrade - click on the equipment,104,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment upgrade - single upgrade,104,,,,,,,1,,,,,10403,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,Click here to strengthen equipment,點擊這裡強化裝備,Click to  fortify equipment.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Upgrade - Go to Fighter Panel,105,,,,208,,,,,,,1,,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,Strengthening equipment can gain stronger combat power,強化裝備可以獲得更強的戰鬥力,Fortify Equip. can boost power.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment upgrade - click on the equipment,105,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment upgrade - one-click upgrade,105,,,,,,,1,,,,,,0.6,,0,,,{x=300;y=300},,{x=300;y=300},,,,,Click here to continuously strengthen equipment,點擊此處可以連續強化裝備,Click to one-click fortify equipment.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open elite-dialogue,106,,,,302,,,,,,,12,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Let's challenge the more difficult elite level,讓我們去挑戰更高難度的精英關卡吧,Let's challenge the more difficult Elite Stage now.,,404404,,,,,,,,,,,,,,
,,Open elite-dialogue,106,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,You can get equipment advanced scrolls and pet fragment rewards in the elite level,精英關卡可以獲得裝備進階卷軸和寵物碎片獎勵呦,404,,404404,,,,,,,,,,,,,,
,,Open Elite - Go to Elite Level,106,,,,,,,,,,,,,,,1,,,{x=300;y=100},,{x=300;y=100},,,,,Click here to enter the elite level,點擊此處進入精英關卡,Click to enter Elite Stage.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Open the elite-choice level,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open elite-server archive,106,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open the elite - enter the level,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Upgrade - Gold Coins,107,,,,10101,,,,{gold=10000},,,,10701,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Upgrade equipment-dialogue,108,,,,10101,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The elite level not only has props dropped, but also equipment advanced scrolls!",精英關卡不僅有道具掉落，還有裝備進階卷軸呢！,Elite Stages provide not only items but also Equip. Advance Scroll!,,404404,,,,,,,,,,,,,,
,,Upgrade equipment-dialogue,108,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Try to upgrade your equipment!,試試給裝備進階吧！,Now try to advance your equip!,,404404,,,,,,,,,,,,,,
,,Equipment Upgrade - Go to Fighter panel,108,,,,,,,,,,,,,,,0,,,{x=0;y=150},,{x=0;y=150},,,,,Click to go to the pet interface,點擊前往寵物介面,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment upgrade - click on equipment,108,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment Upgrade-Server Archive,108,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Upgrade-Click Upgrade,108,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Daily Tasks - Dialogue,109,,,,303,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The daily task is opened, let's take a look",日常任務開啟了，讓我們去看一看吧,"Daily quests are available, let's check it out!",,일일 퀘스트가 개방됐어. 얼른 가서 살펴보자 로토.,,,,,,,,,,,,,,
,,Daily Tasks - Server Archive,109,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Daily Tasks - Dialogue,109,,,,,,,,,,,,,,,1,,,{x=200;y=300},,{x=200;y=300},,,,,Click here to enter the task panel,點此進入任務面板,Tap here to enter the quest interface.,,터치해 퀘스트 메뉴를 열어 봐 로토.,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Daily Tasks - Dialogue,109,,,,,,,,,,,,,,,,,,{x=200;y=200},,{x=200;y=200},,,,,"Complete daily tasks every day, you can quickly upgrade the level",每天完成日常任務，可以快速提升等級,Finish Daily Task can obtain huge amount of EXP.,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,trigger generation panel,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,arena - dialogue,110,,,15,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The arena is open, it's time to show the strength of pet babies!",競技場開啟了，是時候展現寵物寶貝們的實力了！,404,,404404,,,,,,,,,,,,,,
,,Arena - enter the arena,110,,,,,,,,,,,,,,,1,,,{x=200;y=300},,{x=200;y=300},,,,,Click here to enter the arena,點擊此處進入競技場,Click to enter Arena.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Choose an arena,110,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,180,,,,,,,,
,,Arena - Introduction,110,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"In the arena, you can challenge players to improve their rankings",在競技場中可以挑戰玩家提升排名,Challenge players in the arena to improve your rankings.,,아레나에서는 다른 유저에게 도전해 순위를 높일 수 있답니다.,,,,,,,,,,,,,,
,,Arena - Ranked Energy Introduction,110,,,,,,,,,,,,,,,1,,,{x=200;y=300},,{x=200;y=300},,,,,"After the ranking is changed, you can go here to claim the ranking reward",排名變更後可以到這裡領取排名獎勵,Please claim your rewards here when ranking is improved.,,404404,,,,,guide_finger/yindaoshouzhi,180,,,,,,,,
,,Arena - return to the main interface,110,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,{width=3000;height=3000},,,,
,,Arena - Point Rewards,110,,,,,,,,,,,,,,,1,,,{x=200;y=300},,{x=200;y=300},,,,,"Points can be obtained after the challenge, and rewards can also be obtained by accumulating daily points",挑戰後可以獲得積分，每日積分累計也可以領取獎勵,"Each challenge provides point. When daily points accumulated meet certain requirement, can claim rewards here.",,404404,,,,,guide_finger/yindaoshouzhi,225,,,,,,,,
,,arena - return,110,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,{width=3000;height=3000},,,,
,,arena - goodbye,110,,,,,,,,,,,,,,,0,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Go to battle, chosen boy!",去戰鬥吧，被選召的少年！,"Go to fight it, the chosen juveniles!",,"""선택받은 트레이너로서, 대결을 펼쳐 보자!""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Activity Transcript - Dialogue,111,,,18,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Do you feel that gold coins are not enough?,是不是感覺金幣不夠用了,Short of Gold?,,404404,,,,,,,,,,,,,,
,,Activity Transcript - Dialogue,111,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Want more gold coins, go challenge the gold coin dungeon!",想要更多的金幣嗎，快去挑戰金幣副本吧！,"If you want to obtain more Gold, go to challenge Gold Instance!",,404404,,,,,,,,,,,,,,
,,Activity copy - enter the challenge,111,,,,,,,,,,,,,,,1,,,{x=400;y=150},,{x=400;y=150},,,,,Click here to enter the adventure,點擊此處進入冒險,Click here to challenge.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Active copy - enter the active copy,111,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Activity copy - enter the gold coin copy,111,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,{width=3000;height=3000},,,,
,,Event Instance - Choose Difficulty,111,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,guild-dialogue,112,,,20,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The guild is open, join the guild now, and find other selected friends to fight together!",公會開啟了，現在就加入公會，尋找其他被選召的小夥伴一起戰鬥！,"union is available, join now! Fight with your partners!",,404404,,,,,,,,,,,,,,
,,Guild - enter the guild,112,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,guild-dialogue,112,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"There are a lot of activities in the guild, and you can get rich benefits!",公會裡有豐富的活動，可以獲得豐富的福利呢！,"There are many events in union, which provide abundant rewards!",,404404,,,,,,,,,,,,,,
,,Guild - join a guild,112,,,,,,,,,,,,,,,1,,,{x=350;y=50},,{x=350;y=50},,,,,Click here to quickly join the guild,點此可以快速加入公會,Click to Fast Join.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,The Tower of Trials-Dialogue,113,,,24,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The pet trial has started, go and challenge it!",寵物試煉開啟了，快去挑戰吧！,404,,404404,,,,,,,,,,,,,,
,,Tower of Trials - enter the challenge,113,,,,,,,,,,,,,,,1,,,{x=400;y=150},,{x=400;y=150},,,,,Click here to enter the adventure,點擊此處進入冒險,Click here to challenge.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Activity copy - enter the gold coin copy,113,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,The Tower of Trials-Dialogue,113,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"In the pet trial, players can challenge every day. The higher the level, the richer the rewards. During the challenge, players can purchase BUFF through star ratings to enhance their strength.",寵物試煉中，玩家每日可以進行挑戰，層數越高，獎勵也越豐盛，挑戰過程中，可以通過星級購買BUFF增強實力。,404,,404404,,,,,,,,,,,,,,
,,The Tower of Trials-Dialogue,113,,,,,,,,,,,,,,,1,,,{x=300;y=50},,{x=300;y=50},,,,,Accumulate points and get rich rewards here,累積積分可以到這裡領取豐富的獎勵哦,Remember to claim rewards here when points meet certain requirement.,,404404,,,,,guide_finger/yindaoshouzhi,315,,,,,,,,
,,The Tower of Trials-Dialogue,113,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,{width=3000;height=3000},,,,
,,The Tower of Trials-Dialogue,113,,,,,,,,,,,,,,,1,,,{x=50;y=100},,{x=50;y=100},,,,,go fight bravely,去勇敢的戰鬥吧,Let's start the fight!,,404404,,,,,guide_finger/yindaoshouzhi,225,,,,{width=3000;height=3000},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Awakening-Dialogue,114,,,26,,,,,,,,1,,,,0,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Opening the pet box can obtain the awakening alloy, which can greatly improve the equipment attributes",開啟寵物箱子能夠獲取覺醒合金，可以大幅度提升裝備屬性,404,,404404,,,,,,,,,,,,,,
,,Equipment awakening - enter the store,114,,,,,,,,,,,,,,,0,,,{x=250;y=300},,{x=250;y=300},,,,,Click here to enter the store,點擊此處進入商店,Shop.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment Awakening - Server Archive,114,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Equipment Awakening-Dialogue,114,,,,,,,,,,,,,,,0,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The pet treasure chest can be opened once a day for free, don't forget it!",寵物寶箱每天都可以免費開啟一次，千萬不要忘記哦!,404,,404404,,,,,,,,,,,,,,
,,Equipment awakening - open the box,114,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Equipment Awakening - Need to add one step and click OK,114,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Talent Points - Dialogue,115,,,28,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Congratulations, you have started the talent mode, which can improve the pet's combat ability!",恭喜你開啟了天賦玩法，可以提升寵物的戰鬥能力了！,404,,404404,,,,,,,,,,,,,,
,,Talent Points - Entering the Team,115,,,,,,,,,,,,,,,0,,,{x=300;y=300},,{x=300;y=300},,,,,Click here to enter the development panel,點擊此處進入養成面板,Breed.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Talent point - enter the talent point gameplay,115,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Talent Points - Server Archive,115,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Talent Points - Dialogue,115,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Talent points can be obtained in dungeon challenges, which can improve the corresponding ability of pets",副本挑戰中可以獲得天賦點，天賦點可以提升寵物的對應能力,404,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Copy of Experience - Dialogue,116,,,30,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"A new experience dungeon mode has been opened, and we can get more experience batteries to improve pet levels!",又開啟了新的經驗副本玩法，我們可以獲取更多的經驗電池來提升寵物等級了！,404,,404404,,,,,,,,,,,,,,
,,Activity copy - enter the challenge,116,,,,,,,,,,,,,,,1,,,{x=400;y=150},,{x=400;y=150},,,,,Click here to enter the adventure,點擊此處進入冒險,Click here to challenge.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Active Copy - Server Archive,116,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Active copy - enter the active copy,116,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Activity copy - select experience copy,116,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Daily challenge experience copies can get a lot of experience batteries,每日挑戰經驗副本可以獲得大量經驗電池,Join EXP Challenge everyday can obtain huge amount of EXP Battery.,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pet Spirits - Dialogue,117,,,36,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Congratulations, you have started the pet spirit game, which can improve the fighting ability of pets",恭喜你開啟了寵物精神玩法，可以提升寵物的戰鬥能力呦,404,,404404,,,,,,,,,,,,,,
,,Pet Spirit - Join the Clan,117,,,,,,,,,,,,,,,0,,,{x=200;y=300},,{x=200;y=300},,,,,Click here for Pet Spirit,點擊此處進入寵物精神,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Pet spirit - enter talent point gameplay,117,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Pet Spirit - Server Archive,117,,,,,,,,{gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pet Spirits - Dialogue,117,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"In pet spirit, you can give gifts to pets, improve ability value and shooting speed",在寵物精神中可以給寵物贈送禮物，提升能力值和出手速度,404,,404404,,,,,,,,,,,,,,
