变量名,"
  _comment
  ",weightList,cardWeightMap,specialWeightMap
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to produce ice dragon Xie Mi
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 with a probability of ice dragon Xie Mi
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to produce Tian Shirejichkas
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 consecutive chances to produce Tian Shirejichkas
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to get Diyaluka Crack Seat
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 companies have a chance to get Dialga Crack Seat
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 companies with a probability of Meloyetahupa
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 companies have a probability of Meloyetahupa
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to get Kiraqi / Rashiram
  ",,,
,"
  Time -limited
  mythical beasts - chances of Kiraqi / Rashiram appearing in the next 71~81 series
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to produce Diancie / Lugia
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 consecutive chances to produce Diancie / Lugia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a probability of Palkia / Darkrai -kr
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 companies have a probability of Palkia / Darkrai -kr
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a probability of Meltan / Zekrom
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Meltan / Zekrom
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 companies have a probability of cracking empty seat Gulardo
  ",,,
,"
  Time -limited
  mythical beast - the probability of the follow-up 71~81 series will be
  empty seat Gulardo
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a probability of Giratina / Regichkas
  ",,,
,"
  Time -limited
  mythical beasts - chances of getting Giratina / Regichkas in the next 71~81
  companies
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to produce Yveltal / Kyurem
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Yveltal / Kyurem
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to get Gaioka / Tianxi
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chances to get Gaioka / Tianxi
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to appear Xie Mi / Dialga
  ",,,
,"
  Time -limited
  mythical beasts - probability of 71~81 consecutive follow-up Xiemi / Dialga
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to appear Xie Mi / Dialga
  ",,,
,"
  Time -limited
  mythical beasts - probability of 71~81 consecutive follow-up Xiemi / Dialga
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to appear when Rabbi / Meloyeta
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chance to appear when Rabbi / Meloyeta
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to get Giratina Dakryi
  ",,,
,"
  Time -limited
  mythical beasts - chances of getting Giratina Dakryi in the next 71~81
  companies
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to appear as Darkrai
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Darkrai
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw- kr
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice probability to get S card - kr
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to produce Giocaruchia -kr
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chance to get Giocaruchia -kr
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 70~80 consecutive chances of Gulardo
  ",,,
,"
  Time -limited
  mythical beast - there is a probability of Gulardo in the next 65~80
  consecutive rounds
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 70~80 consecutive chances of Gulardo
  ",,,
,"
  Time -limited
  mythical beast - there is a probability of Gulardo in the next 65~80
  consecutive rounds
  ",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,"
  Time -limited
  beast - ten consecutive draws - regular output (up to 2 )
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,,,,
,"
  Time -limited
  beast - ten consecutive draws - regular output (up to 2 )
  ",,,
,,,,
,"
  Time -limited
  monsters - free card draw
  ",,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  beast - ten consecutive draws
  ",,,
,,,,
,"
  test probability
  ",,,
,,,,
,,,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,,,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,,,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,,,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,"
  limited single draw
  ",,,
,"
  Limited to 10 companies
  ",,,
,,,,
,,,,
,"
  Diamond Paid
  Single Draw - Fire
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued - Fire
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - fire system
  ",,,
,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP - fire
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Fire
  ",,,
,,,,
,"
  The first ten consecutive - single S - fire
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - fire
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 times, it will be a pan-card
  pool) -fire system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Water and Land
  ",,,
,"
  Diamond Paid
  Single Draw - Mandatory A -level Card - Water and Earth
  ",,,
,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - water and land system
  ",,,
,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - water and earth
  ",,,
,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - water and earth system
  ",,,
,,,,
,"
  The first ten companies - leaflet S - water and land system
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - water system
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a Panka pool)
  - water and land system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Electric
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued - electric system
  ",,,
,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - electric system
  ",,,
,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - Electric
  ",,,
,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - Electric
  ",,,
,,,,
,"
  The first ten company - single S- electric series
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - electric system
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan - card pool)
  -electric system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Ice Fairy
  ",,,
,"
  Diamond Paid
  Single Draw - A -level card must be issued - Ice Fairy
  ",,,
,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Ice Fairy
  ",,,
,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",,,
,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",,,
,,,,
,"
  The first ten consecutive - single sheet S- Ice Fairy
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - ice goblin
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan-card
  pool) - Ice Fairy
  ",,,
,,,,
,"
  Diamond Pay
  Single Draw - Steel Rock
  ",,,
,"
  Diamond Paid
  Single Draw - Mandatory A -level Card - Steel Rock
  ",,,
,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Steel Rock
  ",,,
,"
  15 subsequent consecutively
  get an extra S -level card (probability) UP - Steel Rock
  ",,,
,"
  ( After 10 times, it will be a universal
  card pool) Every 15 consecutive times, you will get an extra S -level card
  (probability) UP - Steel Rock
  ",,,
,,,,
,"
  The first ten consecutive - single S - steel rock
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - steel rock
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a Panka pool) -Steel Rock
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Evil
  ",,,
,"
  Diamond Paid
  Single Draw - A -level card must be issued - Evil
  ",,,
,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - evil
  ",,,
,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP -bad
  ",,,
,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an extra S -level card
  (probability) UP -bad
  ",,,
,,,,
,"
  The first ten consecutive - single S - evil
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - evil
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 draws, it will be a pan-card
  pool) - evil
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Cordyceps
  ",,,
,"
  Diamond Paid
  Single Draw - A -level card must be issued - Cordyceps Pu
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - Cordyceps Pu
  ",,,
,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Cordyceps
  ",,,
,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Cordyceps
  ",,,
,,,,
,"
  The first ten consecutive - single S - Cordyceps
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - Cordyceps
  ",,,
,"
  10 consecutive draws
  - regular output ( after 22 times, it will be a pan-card
  pool) - Cordyceps
  ",,,
