"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
,Stage 409,第409關,Stage 409,Thứ 409 Quan,스테이지 409,,<>,<{unitId=232391;level=783;advance=72};{unitId=220394;level=783;advance=72};{unitId=232391;level=783;advance=72};{unitId=230593;level=783;advance=72};{unitId=230593;level=783;advance=72}>,<{unitId=251409;level=783;advance=73}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,783,2810,2810,,,,5,<<27;0;24%>;<26;0;24%>>,{gold=425000;451=30;452=20},<<gold;425000;1>;<451;30;1>;<452;20;1>>,{gold=10100;451=2;libs=<110;111>},<<gold;10100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 410,第410關,Stage 410,Thứ 410 Quan,스테이지 410,boss,<>,<{unitId=231961;level=785;advance=72};{unitId=223642;level=785;advance=72};{unitId=230731;level=785;advance=72};{unitId=231172;level=785;advance=72};{unitId=233143;level=785;advance=72}>,<{unitId=251410;level=785;advance=73}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,785,2827,2827,,,,5,<<1;1;32%>;<13;0;32%>;<13;0;32%>>,{gold=425000;451=30;501=1},<<gold;425000;1>;<451;30;1>;<501;1;1>>,{gold=10100;452=2;libs=<110;111;112>},<<gold;10100;0>;<451;1;1>;<452;1;1>>,429005,,全體精靈被BOSS偷取雙攻雙防降低30%，第四回合返還,,,
,Stage 411,第411關,Stage 411,Thứ 411 Quan,스테이지 411,,<>,<{unitId=230482;level=787;advance=73};{unitId=223003;level=787;advance=73};{unitId=230482;level=787;advance=73};{unitId=230044;level=787;advance=73};{unitId=230044;level=787;advance=73}>,<{unitId=251411;level=787;advance=74}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,787,2844,2844,,,,3,<<9;1;33%>;<10;1;33%>>,{gold=430000;451=30;452=20},<<gold;430000;1>;<451;30;1>;<452;20;1>>,{gold=10200;451=2;libs=<110;111>},<<gold;10200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 412,第412關,Stage 412,Thứ 412 Quan,스테이지 412,,<>,<{unitId=233543;level=789;advance=73};{unitId=221503;level=789;advance=73};{unitId=233543;level=789;advance=73};{unitId=233592;level=789;advance=73};{unitId=234132;level=789;advance=73}>,<{unitId=251412;level=789;advance=74}>,config/portrait/jinglingtouxiang1/img_373_bfl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,789,2861,2861,,,,4,<<9;0;24%>;<10;0;24%>;<17;0;24%>>,{gold=430000;451=30;502=1},<<gold;430000;1>;<451;30;1>;<502;1;1>>,{gold=10200;451=2;libs=<110;111>},<<gold;10200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 413,第413關,Stage 413,Thứ 413 Quan,스테이지 413,,<>,<{unitId=231082;level=791;advance=73};{unitId=223642;level=791;advance=73};{unitId=231082;level=791;advance=73};{unitId=232723;level=791;advance=73};{unitId=232723;level=791;advance=73}>,<{unitId=251413;level=791;advance=74}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,791,2878,2878,,,,5,<<9;0;24%>;<10;0;24%>>,{gold=430000;451=30;rmb=100},<<gold;430000;1>;<451;30;1>;<rmb;100;1>>,{gold=10200;451=2;libs=<110;111>},<<gold;10200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 414,第414關,Stage 414,Thứ 414 Quan,스테이지 414,,<>,<{unitId=230242;level=793;advance=73};{unitId=223211;level=793;advance=73};{unitId=230242;level=793;advance=73};{unitId=230015;level=793;advance=73};{unitId=230741;level=793;advance=73}>,<{unitId=251414;level=793;advance=74}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,793,2895,2895,,,,5,<<9;0;24%>;<10;0;24%>;<22;0;24%>>,{gold=430000;451=30;452=20},<<gold;430000;1>;<451;30;1>;<452;20;1>>,{gold=10200;451=2;libs=<110;111>},<<gold;10200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 415,第415關,Stage 415,Thứ 415 Quan,스테이지 415,boss,<>,<{unitId=232351;level=795;advance=73};{unitId=221253;level=795;advance=73};{unitId=232351;level=795;advance=73};{unitId=233642;level=795;advance=73};{unitId=233641;level=795;advance=73}>,<{unitId=251415;level=795;advance=74}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,795,2912,2912,,,,5,<<9;1;28%>;<10;1;28%>;<13;0;28%>>,{gold=430000;451=30;519=1},<<gold;430000;1>;<451;30;1>;<519;1;1>>,{gold=10200;452=1;libs=<110;111;112>},<<gold;10200;0>;<451;1;1>;<452;1;1>>,429005,,光環怪在場時，自身血量越低傷害越高,,,
,Stage 416,第416關,Stage 416,Thứ 416 Quan,스테이지 416,,<>,<{unitId=232993;level=797;advance=74};{unitId=220222;level=797;advance=74};{unitId=232993;level=797;advance=74};{unitId=233843;level=797;advance=74};{unitId=230463;level=797;advance=74}>,<{unitId=251416;level=797;advance=75}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,797,2929,2929,,,,3,<<13;1;33%>>,{gold=435000;451=30;452=20},<<gold;435000;1>;<451;30;1>;<452;20;1>>,{gold=10300;451=2;libs=<110;111>},<<gold;10300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 417,第417關,Stage 417,Thứ 417 Quan,스테이지 417,,<>,<{unitId=231503;level=799;advance=74};{unitId=220394;level=799;advance=74};{unitId=231503;level=799;advance=74};{unitId=232033;level=799;advance=74};{unitId=232033;level=799;advance=74}>,<{unitId=251417;level=799;advance=75}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,799,2946,2946,,,,4,<<13;0;24%>;<24;0;24%>>,{gold=435000;451=30;502=1},<<gold;435000;1>;<451;30;1>;<502;1;1>>,{gold=10300;451=2;libs=<110;111>},<<gold;10300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 418,第418關,Stage 418,Thứ 418 Quan,스테이지 418,,<>,<{unitId=233543;level=801;advance=74};{unitId=222391;level=801;advance=74};{unitId=233543;level=801;advance=74};{unitId=231941;level=801;advance=74};{unitId=231951;level=801;advance=74}>,<{unitId=251418;level=801;advance=75}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,801,2963,2963,,,,5,<<9;0;24%>;<10;0;24%>>,{gold=435000;451=30;rmb=100},<<gold;435000;1>;<451;30;1>;<rmb;100;1>>,{gold=10300;451=2;libs=<110;111>},<<gold;10300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 419,第419關,Stage 419,Thứ 419 Quan,스테이지 419,,<>,<{unitId=231911;level=803;advance=74};{unitId=220333;level=803;advance=74};{unitId=231911;level=803;advance=74};{unitId=230264;level=803;advance=74};{unitId=230264;level=803;advance=74}>,<{unitId=251419;level=803;advance=75}>,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,803,2980,2980,,,,5,<<9;0;24%>;<10;0;24%>;<22;0;24%>>,{gold=435000;451=30;452=20},<<gold;435000;1>;<451;30;1>;<452;20;1>>,{gold=10300;451=2;libs=<110;111>},<<gold;10300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 420,第420關,Stage 420,Thứ 420 Quan,스테이지 420,boss,<>,<{unitId=231503;level=805;advance=74};{unitId=223631;level=805;advance=74};{unitId=230024;level=805;advance=74};{unitId=231503;level=805;advance=74};{unitId=231503;level=805;advance=74}>,<{unitId=251420;level=805;advance=75}>,config/portrait/jinglingtouxiang1/img_487_qldn@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,805,2997,2997,,,,5,<<9;1;32%>;<10;1;32%>;<13;0;32%>>,{gold=435000;451=30;501=1},<<gold;435000;1>;<451;30;1>;<501;1;1>>,{gold=10300;452=2;libs=<110;111;112>},<<gold;10300;0>;<451;1;1>;<452;1;1>>,429005,,光環怪在場時，全體每個回合獲得一個護盾,,,
,Stage 421,第421關,Stage 421,Thứ 421 Quan,스테이지 421,,<>,<{unitId=230803;level=807;advance=75};{unitId=220803;level=807;advance=75};{unitId=230803;level=807;advance=75};{unitId=232013;level=807;advance=75};{unitId=232013;level=807;advance=75}>,<{unitId=251421;level=807;advance=76}>,config/portrait/jinglingtouxiang1/img_609_sjdhl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,807,3014,3014,,,,3,<<1;1;25%>>,{gold=440000;451=30;452=20},<<gold;440000;1>;<451;30;1>;<452;20;1>>,{gold=10400;451=2;libs=<110;111>},<<gold;10400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 422,第422關,Stage 422,Thứ 422 Quan,스테이지 422,,<>,<{unitId=232233;level=809;advance=75};{unitId=222723;level=809;advance=75};{unitId=230753;level=809;advance=75};{unitId=234132;level=809;advance=75};{unitId=231253;level=809;advance=75}>,<{unitId=251422;level=809;advance=76}>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,809,3031,3031,,,,4,<<1;0;24%>;<28;0;24%>>,{gold=440000;451=30;502=1},<<gold;440000;1>;<451;30;1>;<502;1;1>>,{gold=10400;451=2;libs=<110;111>},<<gold;10400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 423,第423關,Stage 423,Thứ 423 Quan,스테이지 423,,<>,<{unitId=233663;level=811;advance=75};{unitId=222993;level=811;advance=75};{unitId=233663;level=811;advance=75};{unitId=230394;level=811;advance=75};{unitId=230394;level=811;advance=75}>,<{unitId=251423;level=811;advance=76}>,config/portrait/jinglingtouxiang1/img_720_jfhp@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,811,3048,3048,,,,5,<<7;0;24%>;<8;0;24%>>,{gold=440000;451=30;rmb=100},<<gold;440000;1>;<451;30;1>;<rmb;100;1>>,{gold=10400;451=2;libs=<110;111>},<<gold;10400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 424,第424關,Stage 424,Thứ 424 Quan,스테이지 424,,<>,<{unitId=230593;level=813;advance=75};{unitId=220593;level=813;advance=75};{unitId=230593;level=813;advance=75};{unitId=232442;level=813;advance=75};{unitId=230731;level=813;advance=75}>,<{unitId=251424;level=813;advance=76}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,813,3065,3065,,,,5,<<1;0;24%>;<22;0;24%>>,{gold=440000;451=30;452=20},<<gold;440000;1>;<451;30;1>;<452;20;1>>,{gold=10400;451=2;libs=<110;111>},<<gold;10400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 425,第425關,Stage 425,Thứ 425 Quan,스테이지 425,boss,<>,<{unitId=233543;level=815;advance=75};{unitId=223211;level=815;advance=75};{unitId=233543;level=815;advance=75};{unitId=233353;level=815;advance=75};{unitId=231971;level=815;advance=75}>,<{unitId=251425;level=815;advance=76}>,config/portrait/jinglingtouxiang1/img_492_xm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,815,3082,3082,,,,5,<<1;1;28%>;<7;0;28%>;<8;0;28%>>,{gold=440000;451=30;519=1},<<gold;440000;1>;<451;30;1>;<519;1;1>>,{gold=10400;452=1;libs=<110;111;112>},<<gold;10400;0>;<451;1;1>;<452;1;1>>,429005,,光環怪在場時，全體治療率提升100%且免疫撕裂效果,,,
,Stage 426,第426關,Stage 426,Thứ 426 Quan,스테이지 426,,<>,<{unitId=232633;level=817;advance=76};{unitId=222633;level=817;advance=76};{unitId=232633;level=817;advance=76};{unitId=232963;level=817;advance=76};{unitId=232963;level=817;advance=76}>,<{unitId=251426;level=817;advance=77}>,config/portrait/jinglingtouxiang1/img_553_lme@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,817,3099,3099,,,,3,<<7;1;25%>;<8;1;25%>>,{gold=445000;451=30;452=20},<<gold;445000;1>;<451;30;1>;<452;20;1>>,{gold=10500;451=2;libs=<110;111>},<<gold;10500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 427,第427關,Stage 427,Thứ 427 Quan,스테이지 427,,<>,<{unitId=230402;level=819;advance=76};{unitId=220493;level=819;advance=76};{unitId=230402;level=819;advance=76};{unitId=231172;level=819;advance=76};{unitId=232822;level=819;advance=76}>,<{unitId=251427;level=819;advance=77}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,819,3116,3116,,,,4,<<7;0;24%>;<8;0;24%>;<14;0;24%>>,{gold=445000;451=30;502=1},<<gold;445000;1>;<451;30;1>;<502;1;1>>,{gold=10500;451=2;libs=<110;111>},<<gold;10500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 428,第428關,Stage 428,Thứ 428 Quan,스테이지 428,,<>,<{unitId=231911;level=821;advance=76};{unitId=221911;level=821;advance=76};{unitId=231911;level=821;advance=76};{unitId=231503;level=821;advance=76};{unitId=231503;level=821;advance=76}>,<{unitId=251428;level=821;advance=77}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,821,3133,3133,,,,5,<<7;0;24%>;<8;0;24%>>,{gold=445000;451=30;rmb=100},<<gold;445000;1>;<451;30;1>;<rmb;100;1>>,{gold=10500;451=2;libs=<110;111>},<<gold;10500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 429,第429關,Stage 429,Thứ 429 Quan,스테이지 429,,<>,<{unitId=231082;level=823;advance=76};{unitId=220264;level=823;advance=76};{unitId=231082;level=823;advance=76};{unitId=232431;level=823;advance=76};{unitId=232431;level=823;advance=76}>,<{unitId=251429;level=823;advance=77}>,config/portrait/jinglingtouxiang1/img_497_jzs@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,823,3150,3150,,,,5,<<1;0;24%>;<22;0;24%>>,{gold=445000;451=30;452=20},<<gold;445000;1>;<451;30;1>;<452;20;1>>,{gold=10500;451=2;libs=<110;111>},<<gold;10500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 430,第430關,Stage 430,Thứ 430 Quan,스테이지 430,boss,<>,<{unitId=233021;level=825;advance=76};{unitId=220264;level=825;advance=76};{unitId=230731;level=825;advance=76};{unitId=231393;level=825;advance=76};{unitId=230721;level=825;advance=76}>,<{unitId=251430;level=825;advance=77}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,825,3167,3167,,,,5,<<1;1;32%>;<7;0;32%>;<8;0;32%>>,{gold=445000;451=30;501=1},<<gold;445000;1>;<451;30;1>;<501;1;1>>,{gold=10500;452=2;libs=<110;111;112>},<<gold;10500;0>;<451;1;1>;<452;1;1>>,429005,,光環怪在場時，全體控制率提升30%,,,
,Stage 431,第431關,Stage 431,Thứ 431 Quan,스테이지 431,,<>,<{unitId=233283;level=827;advance=77};{unitId=223283;level=827;advance=77};{unitId=233283;level=827;advance=77};{unitId=231863;level=827;advance=77};{unitId=231863;level=827;advance=77}>,<{unitId=251431;level=827;advance=78}>,config/portrait/jinglingtouxiang1/img_497_jzs@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,827,3184,3184,,,,3,<<9;1;25%>;<10;1;25%>>,{gold=450000;451=30;452=20},<<gold;450000;1>;<451;30;1>;<452;20;1>>,{gold=10600;451=2;libs=<110;111>},<<gold;10600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 432,第432關,Stage 432,Thứ 432 Quan,스테이지 432,,<>,<{unitId=231841;level=829;advance=77};{unitId=221253;level=829;advance=77};{unitId=231082;level=829;advance=77};{unitId=233152;level=829;advance=77};{unitId=233152;level=829;advance=77}>,<{unitId=251432;level=829;advance=78}>,config/portrait/jinglingtouxiang1/img_229_hlj@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,829,3201,3201,,,,4,<<9;0;24%>;<10;0;24%>;<17;0;24%>>,{gold=450000;451=30;502=1},<<gold;450000;1>;<451;30;1>;<502;1;1>>,{gold=10600;451=2;libs=<110;111>},<<gold;10600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 433,第433關,Stage 433,Thứ 433 Quan,스테이지 433,,<>,<{unitId=233152;level=831;advance=77};{unitId=223152;level=831;advance=77};{unitId=233152;level=831;advance=77};{unitId=231071;level=831;advance=77};{unitId=231071;level=831;advance=77}>,<{unitId=251433;level=831;advance=78}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,831,3218,3218,,,,5,<<9;0;24%>;<10;0;24%>>,{gold=450000;451=30;rmb=100},<<gold;450000;1>;<451;30;1>;<rmb;100;1>>,{gold=10600;451=2;libs=<110;111>},<<gold;10600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 434,第434關,Stage 434,Thứ 434 Quan,스테이지 434,,<>,<{unitId=231231;level=833;advance=77};{unitId=221253;level=833;advance=77};{unitId=231231;level=833;advance=77};{unitId=233211;level=833;advance=77};{unitId=233211;level=833;advance=77}>,<{unitId=251434;level=833;advance=78}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,833,3235,3235,,,,5,<<9;0;24%>;<10;0;24%>;<24;0;24%>>,{gold=450000;451=30;452=20},<<gold;450000;1>;<451;30;1>;<452;20;1>>,{gold=10600;451=2;libs=<110;111>},<<gold;10600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 435,第435關,Stage 435,Thứ 435 Quan,스테이지 435,boss,<>,<{unitId=232351;level=835;advance=77};{unitId=222391;level=835;advance=77};{unitId=232361;level=835;advance=77};{unitId=231981;level=835;advance=77};{unitId=231971;level=835;advance=77}>,<{unitId=251435;level=835;advance=78}>,config/portrait/jinglingtouxiang1/img_720_cjhp@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,835,3252,3252,,,,5,<<9;1;28%>;<10;1;28%>;<7;0;28%>>,{gold=450000;451=30;519=1},<<gold;450000;1>;<451;30;1>;<519;1;1>>,{gold=10600;452=1;libs=<110;111;112>},<<gold;10600;0>;<451;1;1>;<452;1;1>>,429005,,光環怪在場時，每大回合會失心（失心：不分敵我釋放技能）,,,
,Stage 436,第436關,Stage 436,Thứ 436 Quan,스테이지 436,,<>,<{unitId=233502;level=837;advance=78};{unitId=223502;level=837;advance=78};{unitId=233502;level=837;advance=78};{unitId=232013;level=837;advance=78};{unitId=232013;level=837;advance=78}>,<{unitId=251436;level=837;advance=79}>,config/portrait/jinglingtouxiang1/img_395_dwnb@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,837,3269,3269,,,,3,<<13;1;25%>>,{gold=455000;451=30;452=20},<<gold;455000;1>;<451;30;1>;<452;20;1>>,{gold=10700;451=2;libs=<110;111>},<<gold;10700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 437,第437關,Stage 437,Thứ 437 Quan,스테이지 437,,<>,<{unitId=230264;level=839;advance=78};{unitId=221903;level=839;advance=78};{unitId=232401;level=839;advance=78};{unitId=231394;level=839;advance=78};{unitId=231393;level=839;advance=78}>,<{unitId=251437;level=839;advance=79}>,config/portrait/jinglingtouxiang1/img_151_mh@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,839,3286,3286,,,,4,<<13;0;24%>;<24;0;24%>>,{gold=455000;451=30;502=1},<<gold;455000;1>;<451;30;1>;<502;1;1>>,{gold=10700;451=2;libs=<110;111>},<<gold;10700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 438,第438關,Stage 438,Thứ 438 Quan,스테이지 438,,<>,<{unitId=230264;level=841;advance=78};{unitId=221261;level=841;advance=78};{unitId=230264;level=841;advance=78};{unitId=232401;level=841;advance=78};{unitId=232401;level=841;advance=78}>,<{unitId=251438;level=841;advance=79}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,841,3303,3303,,,,5,<<9;0;24%>;<10;0;24%>>,{gold=455000;451=30;rmb=100},<<gold;455000;1>;<451;30;1>;<rmb;100;1>>,{gold=10700;451=2;libs=<110;111>},<<gold;10700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 439,第439關,Stage 439,Thứ 439 Quan,스테이지 439,,<>,<{unitId=231961;level=843;advance=78};{unitId=221961;level=843;advance=78};{unitId=231961;level=843;advance=78};{unitId=232442;level=843;advance=78};{unitId=233143;level=843;advance=78}>,<{unitId=251439;level=843;advance=79}>,config/portrait/jinglingtouxiang1/img_382_gok@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,843,3320,3320,,,,5,<<9;0;24%>;<10;0;24%>;<24;0;24%>>,{gold=455000;451=30;452=20},<<gold;455000;1>;<451;30;1>;<452;20;1>>,{gold=10700;451=2;libs=<110;111>},<<gold;10700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 440,第440關,Stage 440,Thứ 440 Quan,스테이지 440,boss,<>,<{unitId=233413;level=845;advance=78};{unitId=222351;level=845;advance=78};{unitId=233413;level=845;advance=78};{unitId=232242;level=845;advance=78};{unitId=232242;level=845;advance=78}>,<{unitId=251440;level=845;advance=79}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,845,3337,3337,,,,5,<<9;1;32%>;<10;1;32%>;<8;0;32%>>,{gold=455000;451=30;501=1},<<gold;455000;1>;<451;30;1>;<501;1;1>>,{gold=10700;452=2;libs=<110;111;112>},<<gold;10700;0>;<451;1;1>;<452;1;1>>,429005,,光環怪存在時，所有怪物協戰時有概率觸發所有技能,,,
,Stage 441,第441關,Stage 441,Thứ 441 Quan,스테이지 441,,<>,<{unitId=230771;level=847;advance=79};{unitId=220771;level=847;advance=79};{unitId=230771;level=847;advance=79};{unitId=232822;level=847;advance=79};{unitId=231293;level=847;advance=79}>,<{unitId=251441;level=847;advance=80}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,847,3354,3354,,,,3,<<1;1;34%>>,{gold=460000;451=30;452=20},<<gold;460000;1>;<451;30;1>;<452;20;1>>,{gold=10800;451=2;libs=<110;111>},<<gold;10800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 442,第442關,Stage 442,Thứ 442 Quan,스테이지 442,,<>,<{unitId=230394;level=849;advance=79};{unitId=223663;level=849;advance=79};{unitId=230394;level=849;advance=79};{unitId=231893;level=849;advance=79};{unitId=233143;level=849;advance=79}>,<{unitId=251442;level=849;advance=80}>,config/portrait/jinglingtouxiang1/img_149_kl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,849,3371,3371,,,,4,<<1;0;25%>;<28;0;25%>>,{gold=460000;451=30;502=1},<<gold;460000;1>;<451;30;1>;<502;1;1>>,{gold=10800;451=2;libs=<110;111>},<<gold;10800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 443,第443關,Stage 443,Thứ 443 Quan,스테이지 443,,<>,<{unitId=231032;level=851;advance=79};{unitId=221271;level=851;advance=79};{unitId=231032;level=851;advance=79};{unitId=233592;level=851;advance=79};{unitId=231981;level=851;advance=79}>,<{unitId=251443;level=851;advance=80}>,config/portrait/jinglingtouxiang1/img_492_xmtkxt@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,851,3388,3388,,,,5,<<27;0;24%>;<24;0;24%>>,{gold=460000;451=30;rmb=100},<<gold;460000;1>;<451;30;1>;<rmb;100;1>>,{gold=10800;451=2;libs=<110;111>},<<gold;10800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 444,第444關,Stage 444,Thứ 444 Quan,스테이지 444,,<>,<{unitId=232391;level=853;advance=79};{unitId=223353;level=853;advance=79};{unitId=233631;level=853;advance=79};{unitId=230731;level=853;advance=79};{unitId=232441;level=853;advance=79}>,<{unitId=251444;level=853;advance=80}>,config/portrait/jinglingtouxiang1/img_486_ljqks@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,853,3405,3405,,,,5,<<1;0;24%>;<24;0;24%>>,{gold=460000;451=30;452=20},<<gold;460000;1>;<451;30;1>;<452;20;1>>,{gold=10800;451=2;libs=<110;111>},<<gold;10800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 445,第445關,Stage 445,Thứ 445 Quan,스테이지 445,boss,<>,<{unitId=231971;level=855;advance=79};{unitId=221313;level=855;advance=79};{unitId=231032;level=855;advance=79};{unitId=232723;level=855;advance=79};{unitId=231261;level=855;advance=79}>,<{unitId=251445;level=855;advance=80}>,config/portrait/jinglingtouxiang1/img_715_ybl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,855,3422,3422,,,,5,<<27;0;28%>;<24;0;28%>>,{gold=460000;451=30;519=1},<<gold;460000;1>;<451;30;1>;<519;1;1>>,{gold=10800;452=1;libs=<110;111;112>},<<gold;10800;0>;<451;1;1>;<452;1;1>>,429005,,全體閃避率提升30%，用主動技能攻擊光環怪10次清除該效果,,,
