变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr
124805,"3. After the progress bar is over, Pokémon will hide their own needs, and trainers needs to select the needs of Pokémons by memorize it",3.進度條結束後，精靈會隱藏起自己提出的需求，需要玩家憑記憶選出精靈提出的需求,"3. After the progress bar is over, Pokémon will hide their own needs, and trainers needs to select the needs of Pokémons by memorize it",,3. 진도표가 끝난 후 포켓몬은 자신이 원하는 것을 숨기고 트레이너는 기억으로 주문 내용을 선택해야 합니다.
124806,"4. After the first Pokémon makes a request, you need to tap [Start Making] to open refrigerator and make water-ice for Pokémon",4.第一只精靈提出需求後，需要點擊【開始制作】來開啓冰箱，爲精靈制作刨冰,"4. After the first Pokémon makes a request, you need to tap [Start Making] to open refrigerator and make water-ice for Pokémon",,4. 첫 번째 포켓몬이 주문 후 [만들기 시작]을 클릭하여 냉장고를 열고 빙수를 만듭니다.
124807,"5. After the selection is completed, Pokémon will make a service evaluation for the trainer's choice, and the judgment is divided into three levels",5.選擇完畢後，精靈會對訓練家的選擇做出服務評價，判定分三個等級,"5. After the selection is completed, Pokémon will make a service evaluation for the trainer's choice, and the judgment is divided into three levels",,5. 선택 완료 후 포켓몬은 트레이너의 선택에 대한 서비스 평가를 통해 3등급 판정을 진행합니다.
124808,#C0xF76B45#Perfect served: #C0x5B545B# There is no error and the order is correct,"         #C0xF76B45#完美服務：#C0x5B545B#沒有錯誤且順序無誤","         #C0xF76B45#Perfect served: #C0x5B545B# There is no error and the order is correct",,#C0xF76B45#완벽 서비스: #C0x5B545B#착오가 없고 순서도 정확하다.
124809,#C0xF76B45#Good served: #C0x5B545B# There is no error but the order is wrong,"         #C0xF76B45#良好服務：#C0x5B545B#沒有錯誤但順序有誤","         #C0xF76B45#Good served: #C0x5B545B# There is no error but the order is wrong",,#C0xF76B45#보통 서비스: #C0x5B545B#착오가 없지먼 순서가 틀렸다.
124810,#C0xF76B45# Badly served: #C0x5B545B# There is a wrong choice,"         #C0xF76B45#瑕疵服務：#C0x5B545B#有錯選的需求","         #C0xF76B45# Badly served: #C0x5B545B# There is a wrong choice",,#C0xF76B45#불량 서비스: #C0x5B545B#잘못 선택한 수요가 있다.
124811,"6. After served, there will be a service evaluation display, #C0xF76B45# but the next customer will soon come up to make request, don’t miss the memory time #C0x5B545B#",6.服務後會有服務評價展示，#C0xF76B45#但注意下一位顧客很快會上場提需求，不要錯過記憶時間哦#C0x5B545B#,"6. After served, there will be a service evaluation display, #C0xF76B45# but the next customer will soon come up to make request, don’t miss the memory time #C0x5B545B#",,6. 서비스 후 서비스 리뷰가 나오지만 #C0xF76B45#다음 고객은 바로 찾아와 주문할테니 기억 시간을 놓치지 않도록 주의하세요.#C0x5B545B#
124812,"7. As the number of service rounds increases, the demands made by Pokémon may also increase",7.隨著服務輪數的提高，精靈提出的需求可能也會變多,"7. As the number of service rounds increases, the demands made by Pokémon may also increase",,7. 서비스 라운드 수가 증가함에 따라 포켓몬의 주문 내용도 많아질 수 있습니다.
124813,"8. After the total countdown is over, business will be closed, and the final reward items will be settled according to the trainer’s service result",8.總倒計時結束後停止營業，會根據訓練家的服務狀態結算最後的獎勵物品,"8. After the total countdown is over, business will be closed, and the final reward items will be settled according to the trainer’s service result",,8. 총 카운트다운이 끝난 후 영업가 종료되면 트레이너들의 서비스 상태에 따라 최종 보상을 결산합니다.
,,,,,
124901,"#L10##C0xF76B45#""The shadows on the beach, the Pokémons' beach volleyball has begun! ""","#L10##C0xF76B45#""沙灘上靈動的影子，精靈們的沙灘排球開始啦！""","#L10##C0xF76B45#""The shadows on the beach, the Pokémons' beach volleyball has begun! """,,"#L10##C0xF76B45#""모래사장의 활기찬 그림자, 포켓몬들의 비치발리볼 시작됩니다!"""
124902,#L10##C0xF76B45#[Activity Rules]:,#L10##C0xF76B45#【活動規則】:,#L10##C0xF76B45#[Activity Rules]:,,#L10##C0xF76B45#[이벤트 규칙]:
124903,"1. After the event is opened, trainers can play volleyball on the beach without attempt limit each day",1.活動開啓後，玩家可以在沙灘上暢玩排球，每日沒有次數限制,"1. After the event is opened, trainers can play volleyball on the beach without attempt limit each day",,"1. 이벤트가 시작된 후, 매일 횟수 제한 없이 모래사장에서 배구를 즐길 수 있습니다."
124904,"2. After entering the game, the player needs to choose one of the three attributes as the advantage attribute for Pokémon you use",2.進入遊戲後，玩家需要選擇三種屬性的其中一種作爲使用精靈的優勢屬性,"2. After entering the game, the player needs to choose one of the three attributes as the advantage attribute for Pokémon you use",,2. 게임에 들어간 후 포켓몬의 장점 속성으로 3가지 속성 중 하나를 선택해야 합니다.
124905,"3. After selection, the corresponding Pokémon will be sent to the battle!",3.選擇後會爲您派遣對應的精靈出戰！,"3. After selection, the corresponding Pokémon will be sent to the battle!",,3. 선택 후 해당 포켓몬을 보내 출전합니다!
124906,"4. By default, the left side of the field is your own field, and the right side is the opponent field.",4.場地默認左邊是己方場地，右邊是對手場地,"4. By default, the left side of the field is your own field, and the right side is the opponent field.",,"4. 장소 왼쪽이 자기편 코트이며, 오른쪽은 상대 코트입니다."
124907,"5. The player can move the Pokémon left and right, Pokémon will hit back the ball from the opponent by their heads, and the player can also use the following three ways to fight back your opponent\n",5.玩家可以左右移動精靈，精靈們會用頭回擊對方打來的球，玩家還可以用下面三種方式秀操作\n,"5. The player can move the Pokémon left and right, Pokémon will hit back the ball from the opponent by their heads, and the player can also use the following three ways to fight back your opponent\n",,"5. 포켓몬을 좌우로 움직일 수 있고 상대방이 쳐온 공을 헤딩으로 받아치며, 다음 3가지 방법으로 조작을 할 수 있습니다.\n"
124908,"6. When the ball returns to the opponent's bounds, but the opponent does not catch it, you will get 1 point",6.球打回到對方界內，但對方沒接到時，就可以獲得1分,"6. When the ball returns to the opponent's bounds, but the opponent does not catch it, you will get 1 point",,6.공은 상대 경계선 안으로 돌아가 상대가 받지 못하면 자기 편 1점을 획득합니다.
124909,"7. If you hit out of bounds, your opponent will get 1 point.",7.如果打到對方界外，或者因爲失誤自己打出界外，會讓對手獲得1分,"7. If you hit out of bounds, your opponent will get 1 point.",,7.상대 경계선 밖으로 치거나 자기 실수로 아웃되면 상대가 1점을 획득합니다.
124910,8. Player that gets 3 points first wins,8.優先獲得3分的一方爲勝利方,8. Player that gets 3 points first wins,,8. 3점을 먼저 획득한 쪽이 승리합니다.
124911,9. Completing the corresponding tasks can get rich rewards,9.完成對應任務可以獲得豐厚的獎勵,9. Completing the corresponding tasks can get rich rewards,,9. 해당 퀘스트를 완료하면 푸짐한 보상을 획득할 수 있습니다.
,,,,,
125001,"#L10##C0xF76B45# ""Welcome to the Summer Adventure Explore""","#L10##C0xF76B45#""歡迎來到夏日祭探險""","#L10##C0xF76B45# ""Welcome to the Summer Adventure Explore""",,"#L10##C0xF76B45#""여름축제 탐험에 오신 것을 환영합니다"""
125002,"#C0xF76B45# It is said that there is a temple of the lake, where the most beautiful Pokémon lives in...#C0x5B545B#",#C0xF76B45#傳說在湖中神殿裏，居住著世界上最美的寶可夢……#C0x5B545B#,"#C0xF76B45# It is said that there is a temple of the lake, where the most beautiful Pokémon lives in...#C0x5B545B#",,#C0xF76B45#전설에 의하면 호수의 신전 안에 세계에서 가장 아름다운 포켓몬들이 살고 있다.......#C0x5B545B#
125003,#C0xF76B45#Basic description: #C0x5B545B#,#C0xF76B45#基礎說明：#C0x5B545B#,#C0xF76B45#Basic description: #C0x5B545B#,,#C0xF76B45#기초 설명: #C0x5B545B#
125004,"1. Unlock certain amount of stages each day, able to challenge repeatedly before stage is cleared",1.每日開啓固定數量的副本，副本未通關前可重複嘗試挑戰,"1. Unlock certain amount of stages each day, able to challenge repeatedly before stage is cleared",,"1. 매일 고정 수량의 던전이 열리며, 던전 클리어 전 재시도 가능합니다."
125005,2. Unable to challenge repeatedly after stage first clearance. Need to clear current stage to unlock next stage,2.副本首次通關後不可重複挑戰，通關上一關才能開啓下一關的挑戰,2. Unable to challenge repeatedly after stage first clearance. Need to clear current stage to unlock next stage,,"2. 던전 첫 클리어 후 중복 도전 불가이며, 지난 스테이지를 먼저 클리어 해야 다음 스테이지를 도전 할 수 있습니다."
