变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
,Durant,,,鐵蟻,Durant,404404,아이앤트,3131,,,1,,,,TRUE,,,,,5000,,1,<15;16;11;12>,1,<58;109;109;112;48;48;484>,1,2,11,2,<609;610;611;602;603>,,,2,3131,,,31313,<31311;31312;31313;31316;61101;61102>,3131,,<11002;11102;11202;11302;>,23131,2,2,{drawcard=huang_effect_loop},3131,,2,2,2,,,,,,,,,,,,,,
3141,Deino,,,單首龍,Deino,404404,모노두,3141,,<8>,1,,,,TRUE,,3141,3141,53141,5000,,1,<18;19;20;21>,1,<52;38;65;50;45;50;300>,1,3,11,3,<606;607;608;602;603>,,,3,3141,,,31413,<31411;31412;31413;31416;61101;61102>,3141,,<11013;11113;11213;11313;>,23141,3,3,{drawcard=huang_effect_loop},3141,1,3,3,3,<31411;31412;31413;31414>,,,,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.",因為不瞭解周圍的情形，所以會不斷地到處亂撞，撞到活物時就咬住吃。,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.","Do không hiểu rõ tình hình, nên không ngừng va chạm xung quanh, chạm trúng vật sống sẽ cắn để ăn","""주변의 모습을 모르기 때문에, 닥치는 대로 부딪쳐서는 움직이는 것을 물어 먹어치운다.""",Multiple damage hits: Stealing both attack stats,多段輸出：偷取雙攻,Multiple damage hits: Stealing both attack stats,Sát Thương Nhiều Lần: đánh cắp song công,다단 공격: 물리&특수 공격력 스틸
3142,Zweilous,,,雙首暴龍,Zweilous,404404,디헤드,3141,,<8>,2,,,,TRUE,,3141,3141,53141,5000,,1,<18;19;20;21>,1,<72;58;85;70;65;70;420>,1,3,11,3,<606;607;608;602;603>,,,3,3142,,,31423,<31421;31422;31423;31426;61101;61102>,3141,,<11013;11113;11213;11313;>,23141,3,3,{drawcard=huang_effect_loop},3141,1,3,3,3,<31411;31412;31413;31414>,,,,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",如果吃光了領地內的食物，就會向其他土地移動。2個頭之間關係惡劣。,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","Nếu ăn hết thức ăn trong lãnh địa, sẽ di chuyển đến vùng đất khác. Mối quan hệ giữa hai bên rất tệ.",영역 안의 먹이를 다 먹으면 다른 곳의 지역으로 이동한다. 2개의 머리는 서로 사이가 나쁘다.,Multiple damage hits: Stealing both attack stats,多段輸出：偷取雙攻,Multiple damage hits: Stealing both attack stats,Sát Thương Nhiều Lần: đánh cắp song công,다단 공격: 물리&특수 공격력 스틸
3143,Hydreigon,,,三首惡龍,Hydreigon,404404,삼삼드래,3141,,<8>,3,,,,TRUE,,3141,3141,53141,5000,,1,<18;19;20;21>,2,<92;98;105;90;125;90;600>,1,3,11,3,<606;607;608;602;603>,,,3,3143,,,31433,<31431;31432;31433;31436;61101;61102>,3141,,<11013;11113;11213;11313;>,23141,3,3,{drawcard=huang_effect_loop},3141,1,3,3,3,<31411;31412;31413;31414>,,,,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path.",對活動物體發生反應並展開襲擊，用3個頭吃光一切的恐怖寶可夢。,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path.","Horror Pokémo phản ứng với vật thể sống và tiến hành tấn công, dùng 3 cái đầu có thể ăn hết mọi thứ","""움직이는 것에 반응해 덮치고, 3개의 머리로 먹어치우는 무시무시한 포켓몬.""",Multiple damage hits: Stealing both attack stats,多段輸出：偷取雙攻,Multiple damage hits: Stealing both attack stats,Sát Thương Nhiều Lần: đánh cắp song công,다단 공격: 물리&특수 공격력 스틸
3151,Larvesta,<cn;kr;tw;en>,<cn>,燃燒蟲,Larvesta,404404,활화르바,3151,,<8>,1,,,,TRUE,,3151,3151,53151,5000,,1,<6;18;19;21>,1,<55;60;85;55;50;55;360>,1,3,11,3,<609;610;611;602;603>,,,3,3151,,,31513,<31511;31512;31513;31516;61101;61102>,3151,,<11002;11102;11202;11302;>,23151,3,3,{drawcard=huang_effect_loop},3151,1,3,3,3,<31511;31512;31513;31514>,,,,"Larvesta, Torch Pokémon. Can be found at the base of volcanoes. They are able to shoot fire from their five horns in order to repel enemies.",燃燒蟲，火炬寶可夢。棲息在火山的山腳下。會從五隻角中發出火焰，將前來襲擊的敵人擊退。,"Larvesta, Torch Pokémon. Can be found at the base of volcanoes. They are able to shoot fire from their five horns in order to repel enemies.",404404,"활화르바, 횃불 포켓몬.화산의 산기슭에 서식한다.다섯 모서리에서 화염을 내며 날아오는 적을 격퇴한다.",Insect Invite & Rear-line Strike,蟲系邀戰&集火後排,Insect Invite & Rear-line Strike,404404,벌레계 초청전&집화후위
3152,Volcarona,<cn;kr;tw;en>,,火神蛾,Volcarona,404404,불카모스,3151,,<8>,2,,,,TRUE,,3151,3151,53151,5000,,1,<6;18;19;21>,1,<85;100;60;65;135;105;550>,1,3,11,3,<609;610;611;602;603>,,,3,3152,,,31523,<31521;31522;31523;31526;61101;61102>,3151,,<11002;11102;11202;11302;>,23151,3,3,{drawcard=huang_effect_loop},3151,1,3,3,3,<31511;31512;31513;31514>,,,,"Volcarona, Sun Pokémon, evolved form of Larvesta. When the sky is dark from volcanic ash, Volcarona are born from a cocoon of burning flames and their flame has the power to replace the sun. In ancient murals, Volcarona are depicted as the god of fire.",火神蛾，太陽寶可夢，燃燒蟲進化型。從熊熊燃燒的火焰之繭中誕生，因為火山灰而使得地面壹片黑暗時，火神蛾的火焰可以代替太陽，在古代的壁畫上被描繪為火之神。,"Volcarona, Sun Pokémon, evolved form of Larvesta. When the sky is dark from volcanic ash, Volcarona are born from a cocoon of burning flames and their flame has the power to replace the sun. In ancient murals, Volcarona are depicted as the god of fire.",404404,불카모스，태양 포켓몬.활화르바 진화형. 활활 타오르는 화염의 굳은살에서 태어나 화산재로 인해 지면이 어두울 때 불카모스의 화염이 태양을 대신하여 고대 벽화에서 불의 신으로 묘사된다.,Insect Invite & Rear-line Strike,蟲系邀戰&集火後排,Insect Invite & Rear-line Strike,404404,벌레계 초청전&집화후위
3161,Cobalion,<cn>,,勾帕路翁,Cobalion,404404,코바르온,3161,,<7>,1,,,,TRUE,,3161,,53161,5000,0,1,<6;8;14;16>,2,<91;108;90;129;90;72;580>,1,3,11,3,<615;616;617;602;603>,,,3,3161,,,31613,<31611;31612;31613;31616;61101;61102>,3161,,<11043;11143;11243;11343;>,23161,3,3,{drawcard=huang_effect_loop},3161,2,3,3,3,<31611;31612;31613;31614>,,,,,聖劍士的領導者，擁有鋼鐵的身體和心靈，為了守護寶可夢與人類爭鬥的傳說的寶可夢,,,,,聖劍導者&護盾反傷,,,
3171,Terrakion,<cn>,,代拉基翁,Terrakion,404404,테라키온,3171,,<7>,1,,,,TRUE,,3171,,53171,5000,0,1,<7;8;9;12>,2,<91;108;129;90;72;90;580>,1,3,11,3,<615;616;617;602;603>,,,3,3171,,,31713,<31711;31712;31713;31716;61101;61102>,3171,,<11043;11143;11243;11343;>,23171,3,3,{drawcard=huang_effect_loop},3171,1,3,3,3,<31711;31712;31713;31714>,,,,,聖劍士之一，擁有一擊衝破巨大城牆的猛撞力，為了保護由於人類的戰爭而失去故鄉的寶可夢而與人類作戰,,,,,聖劍勇者&捨身一搏,,,
3181,Virizion,<cn>,,畢力吉翁,Virizion,404404,비리디온,3181,,<8>,1,,,,TRUE,,3181,,53181,5000,0,1,<6;8;22;25>,2,<91;108;90;72;90;129;580>,1,3,11,3,<609;610;611;602;603>,,,3,3181,,,31813,<31811;31812;31813;31816;61151;61152>,3181,,<11003;11103;11203;11303;>,23181,3,3,{drawcard=huang_effect_loop},3181,,3,3,3,<31811;31812;31813;31814>,,,,,聖劍士之一，以敏捷的身手像旋風一般將敵人玩弄於股掌之中，會用鋒利的角毫不留情地切斬對手,,,,,聖劍俠者&守護之葉,,,
3191,Tornadus - Incarnate Forme,,,龍卷雲·化身形態,Tornadus - Incarnate Forme,404404,토네로스: 화신폼,3191,,<8>,1,,,,TRUE,,,,,5000,1,1,<18;19;20;21>,2,<79;111;115;70;125;80;580>,1,3,11,3,<612;613;614;602;603>,,,3,3191,,,31913,<31911;31912;31913;31916;61101;61102>,3191,,<11053;11153;11253;11353;>,23191,3,3,{drawcard=huang_effect_loop},3191,3,3,3,3,,,,,,就像天气一样阴晴不定，喜欢四处游走，在高空中极速飞行；引起暴风雨其实是它有意的的恶作剧。,,,,,,,,
,Tornadus - Therian Forme,,,龍卷雲·靈獸形態,Tornadus - Therian Forme,404404,토네로스: 영물폼,,,,,,,,TRUE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
3201,Thundurus - Incarnate Forme,,,雷電雲·化身形態,Thundurus - Incarnate Forme,404404,볼트로스: 화신폼,3201,,<8>,1,,,,TRUE,,,,,5000,1,1,<18;19;20;21>,2,<79;111;115;70;125;80;580>,1,3,11,3,<612;613;614;602;603>,,,3,3201,,,32013,<32011;32012;32013;32016;61101;61102>,3201,,<11053;11153;11253;11353;>,23201,3,3,{drawcard=huang_effect_loop},3201,1,3,3,3,<32011;32012;32013;32014>,,,,,像天气一样阴晴不定，喜欢四处游走，在高空中极速飞行；引起雷暴和山火其实是它有意的的恶作剧。,,,,,,,,
,Thundurus - Therian Forme,,,雷電雲·靈獸形態,Thundurus - Therian Forme,404404,볼트로스: 영물폼,,,,,,,,TRUE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
3211,Reshiram,<cn;kr>,,萊希拉姆,Reshiram,404404,레시라무,3211,,<8>,1,,,,TRUE,,3211,3211,53211,5000,0,1,<18;19;20;21>,3,<100;90;120;100;150;120;680>,1,4,21,4,<618;619;620;604;605>,,,4,3211,,,32113,<32111;32112;32113;32116;61151;61152>,3211,,<11034;11134;11234;11334;>,23211,4,4,{drawcard=huang_effect_loop},3211,7,4,4,4,<32111;32112;32113;32114>,,,,"Believing in the truth, Vast White Pokémon turn the world into a place of kindness. The flame from their tails can burn down the entire world.",相信真實、引導世界遍佈善良的白陽寶可夢，尾部吹出的火焰能將整個世界燃燒殆盡,"Believing in the truth, Vast White Pokémon turn the world into a place of kindness. The flame from their tails can burn down the entire world.",,"진실을 믿고 온 세상을 착하게 인도하는 백양 포켓몬, 꼬리에서 내뿜는 불꽃은 온 세상을 다 태울 수 있다.",Purifying Fire & Blue Flare Dragon,淨罪之火&青焰白龍,Purifying Fire & Blue Flare Dragon,,정죄의 불& 불꽃 백룡
3221,Zekrom,<cn;kr>,,捷克羅姆,Zekrom,404404,제크로무,3221,,<7>,1,,,,TRUE,,3221,3221,53221,5000,0,1,<11;12;15;16>,3,<100;90;150;120;120;100;680>,1,4,21,4,<618;619;620;604;605>,,,4,3221,,,32213,<32211;32212;32213;32216;61101;61102>,3221,,<11034;11134;11234;11334;>,23221,4,4,{drawcard=huang_effect_loop},3221,6,4,4,4,<32211;32212;32213;32214>,,,,"Believing in ideals, Deep Black Pokémon turn the world into a place of hope. Hiding in storms, the winding of their tails can create relentless lightning.",相信理想，引導世界遍佈希望的黑陰寶可夢，隱藏在雷雲中，尾巴旋轉起來能製造狂暴的閃電,"Believing in ideals, Deep Black Pokémon turn the world into a place of hope. Hiding in storms, the winding of their tails can create relentless lightning.",,"이상을 쫓아 새로운 희망의 세계로 인도하려는 흑음포켓몬, 뇌운 속에 숨어있으며 꼬리가 돌면 광폭한 번개를 만들 수 있다.",Formless Thunder & Lightning Black Dragon,無相之雷&疾電黑龍,Formless Thunder & Lightning Black Dragon,,무상 천둥&번개 흑용
3231,Landorus - Incarnate Forme,,,土地雲·化身形態,Landorus - Incarnate Forme,404404,랜드로스: : 화신폼,3231,,<7>,1,,,,TRUE,,,,,5000,1,1,<10;11;13;9>,2,<89;101;125;90;115;80;600>,1,3,11,3,<609;610;611;602;603>,,,3,3231,,,32313,<32311;32312;32313;32316;61101;61102>,3231,,<11003;11103;11203;11303;>,23231,3,3,{drawcard=huang_effect_loop},3231,2,3,3,3,,,,,,很少出现在人们面前，只有当人们共同祈愿时会现身给予人们丰收的希望，或者在雷电云和龙卷云大肆作乱之时才会现身并制止它们过度的恶作剧。在人们心中它是正义的丰收之神。,,,,,,,,
,Landorus - Therian Forme,,,土地雲·靈獸形態,Landorus - Therian Forme,404404,랜드로스: 영물폼,,,,,,,,TRUE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
3241,Kyurem,<cn>,,酋雷姆,Kyurem,404404,큐레무,3241,,<7>,1,,,,TRUE,,3241,3241,53241,5000,0,1,<10;11;13;9>,3,<125;95;130;90;130;90;660>,1,4,21,4,<618;619;620;604;605>,,,4,3241,,,32413,<32411;32412;32413;32416;61151;61152>,3241,,<11034;11134;11234;11334;>,23241,4,4,{drawcard=huang_effect_loop},3241,9,4,4,4,<32411;32412;32413;32414>,,,,The Ice Legendary Pokémon is a hero waiting to fill its lost body with ideals and the truth.,等待著用真實與理想填補自己失去的身體的英雄，是冰之傳說的寶可夢。,The Ice Legendary Pokémon is a hero waiting to fill its lost body with ideals and the truth.,,,,冰封世界&無極之龍,,,
,White Kyurem,,,焰白酋雷姆,White Kyurem,404404,화이트 큐레무,,,,,,,,TRUE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
,Dark Kyurem,,,暗黑酋雷姆,Dark Kyurem,404404,블랙 큐레무,,,,,,,,TRUE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
3251,Keldeo,<cn>,,凱路迪歐,Keldeo,404404,케르디오,3251,,<8>,1,,,,TRUE,,3251,3251,53251,5000,0,1,<6;7;18;19>,2,<91;108;72;90;129;90;580>,1,3,11,3,<621;622;623;602;603>,,,3,3251,,,32513,<32511;32512;32513;32516;61101;61102>,3251,,<11023;11123;11223;11323;>,23251,3,3,{drawcard=huang_effect_loop},3251,1,3,3,3,<32511;32512;32513;32514>,,,,"Through a hard battle, the inheritor of the Swords of Justice is chosen. A deep-sleeping power in the body will wrap the horn of its forehead, shaping a sword that can tear everything.",聖劍士的傳承者，通過艱苦的戰鬥而覺悟，沉睡在身體深處的力量包裹住了它額頭上的角，形成了能撕裂一切的劍。,"Through a hard battle, the inheritor of the Swords of Justice is chosen. A deep-sleeping power in the body will wrap the horn of its forehead, shaping a sword that can tear everything.",,,Brutal DPSer: Determined Sword,暴力輸出：覺悟化劍,Brutal DPSer: Determined Sword,,
,Keldeo - Resolute Form,,,凱路迪歐·覺悟的樣子,Keldeo - Resolute Form,404404,케르디오: 각오의 모습,,,,,,,,TRUE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,,,,,,,,,,,,,,,,
3261,Meloetta - Aria,<cn>,,美洛耶塔·歌聲,Meloetta - Aria,404404,메로엣타: 보이스폼,3261,,<7;8>,1,1,2,,TRUE,8,3261,3261,53261,5000,0,1,<10;13;19;21>,3,<100;90;77;77;128;128;600>,1,4,21,4,<606;607;608;604;605>,,,4,3261,,,32613,<32611;32612;32613;32616;61101;61102>,3261,,<11014;11114;11214;11314;>,23261,4,4,{drawcard=huang_effect_loop},3261,108,4,4,4,<32611;32612;32613;32614>,,,,,旋律寶可夢，可以用特殊的發聲法唱出美妙的音律，這種音律能夠自由自在地操縱聽者的情感，使聽者的情感隨之變化,,,,,愛的旋律&雙生魅影,,,
3262,Meloetta - Pirouette,<cn>,,美洛耶塔·舞步,Meloetta - Pirouette,404404,메로엣타: 스텝폼,3261,,<7;8>,1,2,2,,TRUE,8,3261,3261,53261,5000,0,1,<10;13;19;21>,3,<100;128;128;90;77;77;600>,1,4,21,4,<606;607;608;604;605>,,,4,3262,,,32623,<32621;32622;32623;32626;61101;61102>,3261,,<11014;11114;11214;11314;>,23261,4,4,{drawcard=huang_effect_loop},3261,108,4,4,4,<32611;32612;32613;32614>,,,,,旋律寶可夢，在美洛耶塔唱出古老之歌時，會變身成舞者的形態並翩翩起舞,,,,,愛的旋律&雙生魅影,,,
3271,Genesect,<cn>,,蓋諾賽克特,Genesect,404404,게노세크트,3271,,<7>,1,,,,TRUE,,,,,5000,0,1,<11;12;15;16>,3,<71;99;120;95;120;95;600>,1,4,21,4,<609;610;611;604;605>,,,4,3271,,,32713,<32711;32712;32713;32716;61101;61102>,3271,,<11004;11104;11204;11304;>,23271,4,4,{drawcard=huang_effect_loop},3271,6,4,4,4,<32711;32712;32713;32714>,,,,,蓋諾賽克特體型為巨型蟲類，紫色的鎧甲包裹著它的身體。背上裝有威力驚人的巨炮，可以在上面插上不同屬性的卡帶。蓋諾賽克特還可以變成圓盤狀以方便飛行,,,,,,,,
3281,Chespin,,,哈力栗,Chespin,404404,도치마론,3281,,<7>,1,,,,TRUE,,3281,3281,53281,5000,,1,<15;16;11;12>,1,<56;38;61;65;48;45;313>,1,2,11,2,<609;610;611;602;603>,,,2,3281,,,32813,<32811;32812;32813;32816;61151;61152>,3281,,<11002;11102;11202;11302;>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,,,,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.,頭和背部用堅硬的木殼覆蓋著，所以即使被卡車撞到也安然無恙。,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.,"Đầu và lưng được bọc một lớp vỏ gỗ cứng, ngay cả khi bị xe tải đâm vào vẫn bình yên vô sự",머리와 등이 단단한 껍데기로 덮여 있기 때문에 트럭이 부딪혀와도 아무렇지 않다.,Damage Immunity Defense,防禦反傷,Damage Immunity Defense,404404,방어 반격
3282,Quilladin,,,胖胖哈力,Quilladin,404404,도치보구,3281,,<7>,2,,,,TRUE,,3281,3281,53281,5000,,1,<15;16;11;12>,1,<61;57;78;95;56;58;405>,1,2,11,2,<609;610;611;602;603>,,,2,3282,,,32823,<32821;32822;32823;32826;61151;61152>,3281,,<11002;11102;11202;11302;>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,,,,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.,夥伴之間互相碰撞身體，鍛煉腰腿。自己本身是不好鬥的溫柔性格。,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.,Đồng đội va chạm vào nhau rèn luyện cơ thể. Bản thân tính cách dịu dàng không hiếu chiến,동료끼리 몸을 서로 부딪쳐 하반신을 단련한다. 자신이 먼저 싸움을 걸지 않는 온순한 성격이다.,Damage Immunity Defense,防禦反傷,Damage Immunity Defense,404404,방어 반격
3283,Chesnaught,,,布裡卡隆,Chesnaught,404404,브리가론,3281,,<7>,3,,,,TRUE,,3281,3281,53281,5000,,1,<15;16;11;12>,1,<88;64;107;122;74;75;530>,1,2,11,2,<609;610;611;602;603>,,,2,3283,,,32833,<32831;32832;32833;32836;61151;61152>,3281,,<11002;11102;11202;11302;>,23281,2,2,,3281,17,2,2,2,<32811;32812;32813>,,,,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",如果將雙拳合攏擋在臉前，擺出防禦的姿勢，連炸彈的直接轟炸也能承受住。,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.","Nắm chặt đôi tay đặt ở phía trước và làm tư thế phòng thủ, cả ném bom cũng có thể chịu được",얼굴 앞에 두 주먹을 맞대어 방어 자세를 취하면 폭탄의 직격도 견뎌낸다.,Damage Immunity Defense,防禦反傷,Damage Immunity Defense,404404,방어 반격
3291,Fennekin,,,火狐狸,Fennekin,404404,푸호꼬,3291,,<8>,1,,,,TRUE,,3291,,53291,5000,,1,<22;24;18;20>,1,<40;60;45;40;62;60;307>,1,2,11,2,<618;619;620;602;603>,,,2,3291,,,32913,<32911;32912;32913;32916;61101;61102>,3291,,<11032;11132;11232;11332;>,23291,2,2,,3291,19,2,2,2,<32911;32912;32913>,,,,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",隨身帶著小樹枝，嘎吱嘎吱地當零食吃。從耳朵裡噴出熱氣威嚇對手。,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","Mang theo cành cây nhỏ, ăn nó như món ăn nhẹ. Khí nóng phát ra từ tai đe dọa đối thủ.",작은 나뭇가지를 들고 다니며 간식 대신 아작아작 먹는다. 귀에서 열기를 뿜어내어 상대를 위협한다.,Fire Trick & Leech-type Support,火焰戲法&偷取型輔助,Fire Trick & Leech-type Support,Vũ Đạo Hỏa Diễm & Hỗ trợ dạng tấn công,불꽃 트릭&스틸형 서포터
3292,Braixen,,,長尾火狐,Braixen,404404,테르나,3291,,<8>,2,,,,TRUE,,3291,,53291,5000,,1,<6;7;18;19>,1,<59;73;59;58;90;70;409>,1,2,11,2,<618;619;620;602;603>,,,2,3292,,,32923,<32921;32922;32923;32926;61101;61102>,3291,,<11032;11132;11232;11332;>,23291,2,2,,3291,19,2,2,2,<32911;32912;32913>,,,,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",將樹枝從尾巴上拔出時，會因為摩擦而起火。揮動樹枝的火焰向夥伴傳遞信號。,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","Khi kéo cành cây ra khỏi đuôi, sẽ bị bắt lửa do ma sát. Vẫy ngọn lửa cành cây để truyền tín hiệu cho đồng đội.",나뭇가지를 꼬리에서 뽑을 때 마찰로 불이 붙는다. 나뭇가지의 불꽃을 흔들어 동료에게 신호를 보낸다.,Fire Trick & Leech-type Support,火焰戲法&偷取型輔助,Fire Trick & Leech-type Support,Vũ Đạo Hỏa Diễm & Hỗ trợ dạng tấn công,불꽃 트릭&스틸형 서포터
