"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"10502",Formal-Small recharge is polite-cnen,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210621,500,0,0,20210625,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en>,1,18,
"10503",Formal - Competitive Points Courtesy,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Competitive points,競技積分,Arena points,404404,아레나 포인트,,,3007,0,0,<20160101;20990101>,,20210623,500,0,0,20210625,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10504",Formal-Normal Dungeon Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Normal dungeon challenge,普通副本挑戰,Normal dungeon challenge,404404,일반 던전 도전,,,3001,0,0,<20160101;20990101>,,20210625,500,0,0,20210627,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10505",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210621,500,0,0,20210625,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10506",Official - Fragment Redemption Version 1,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,12,3,Fragment exchange,碎片兌換,Shards Exchange,404404,조각 교환,,,10101,1,0,<20160101;20990101>,,20210621,500,0,0,20210624,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10507",Item Exchange - Earring Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Earring limited time exchange,耳環限時兌換,Earring exchange,404404,귀걸이 한정 교환,,,10502,1,0,<20160101;20990101>,,20210621,500,0,0,20210624,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
"10508",Item Exchange-Necklace Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Necklace limited time exchange,項鍊限時兌換,Necklace exchange,404404,목걸이 한정 교환,,,10504,1,0,<20160101;20990101>,,20210621,500,0,0,20210624,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10510",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210628,500,0,0,20210705,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10511",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210628,500,0,0,20210705,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10512",Formal-Small recharge is polite-cnen,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210628,500,0,0,20210702,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en;tw>,1,18,
"10513",Formal-Ethereum Paradise Points,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Ether Paradise Challenge,以太樂園挑戰,Aether Paradise Challenge,404404,에테르파라다이스 도전,,,3003,0,0,<20160101;20990101>,,20210630,500,0,0,20210702,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10514",Official - Difficult Dungeon Challenge,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Difficult dungeon challenge,困難副本挑戰,Elite Dungeon Challenge,404404,하드 던전 도전,,,3002,0,0,<20160101;20990101>,,20210702,500,0,0,20210704,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10515",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210628,500,0,0,20210702,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10516",Formal - Consumption of gold coins is polite,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Gold consumption,金幣消耗,Cost Gold,404404,코인 소모,,,3005,1,0,<20160101;20990101>,,20210628,500,0,0,20210701,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10520",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210705,500,0,0,20210712,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10521",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210705,500,0,0,20210712,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10522",Formal-Small recharge is polite-cnen,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210705,500,0,0,20210709,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en;tw>,1,18,
"10523",Formal - Competitive Points Courtesy,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Competitive points,競技積分,Arena points,404404,아레나 포인트,,,3007,0,0,<20160101;20990101>,,20210707,500,0,0,20210709,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10524",Formal-Normal Dungeon Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Normal dungeon challenge,普通副本挑戰,Normal dungeon challenge,404404,일반 던전 도전,,,3001,0,0,<20160101;20990101>,,20210709,500,0,0,20210711,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10525",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210705,500,0,0,20210709,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10526",Item discount-daily resources-cnkr,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23101,1,0,<20160101;20990101>,,20210705,500,0,0,20210708,500,0,0,,72,1,,<1;9999>,,,<cn;kr>,1,14,1
"10527",Item discounts-daily resources-entw,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23102,1,0,<20160101;20990101>,,20210705,500,0,0,20210708,500,0,0,,72,1,,<1;9999>,,,<en;tw>,1,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10530",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210712,500,0,0,20210719,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10531",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210712,500,0,0,20210719,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10532",Formal-Small recharge is polite-cnen,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210712,500,0,0,20210716,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en;tw>,1,18,
"10533",Formal-Ethereum Paradise Points,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Ether Paradise Challenge,以太樂園挑戰,Aether Paradise Challenge,404404,에테르파라다이스 도전,,,3003,0,0,<20160101;20990101>,,20210714,500,0,0,20210716,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10534",Official - Difficult Dungeon Challenge,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Difficult dungeon challenge,困難副本挑戰,Elite Dungeon Challenge,404404,하드 던전 도전,,,3002,0,0,<20160101;20990101>,,20210716,500,0,0,20210718,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10535",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210712,500,0,0,20210716,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
