"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
11212,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11213,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6808=20},
11214,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11215,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6808=30},
11216,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11217,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6808=40},
11218,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11219,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6808=50},
11220,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11221,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6808=60},
,,,,,,,,,,,,
11230,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11231,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6809=10},
11232,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11233,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6809=20},
11234,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11235,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6809=30},
11236,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11237,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6809=40},
11238,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11239,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6809=50},
11240,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11241,"After opening, you can choose one of Fangfang Fragment, Cresselia Fragment, Registeel Fragment, and Dragon Riding Fragment",10077,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6809=60},
,,,,,,,,,,,,
11250,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11251,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6810=10},
11252,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11253,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6810=20},
11254,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11255,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6810=30},
11256,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11257,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6810=40},
11258,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11259,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6810=50},
11260,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11261,"After opening, you can choose one of Suicune's fragments, Lulusha's fragments, Riolu's fragments, and Tetragnathus fragments.",10078,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6810=60},
,,,,,,,,,,,,
11270,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11271,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6811=10},
11272,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11273,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6811=20},
11274,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11275,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6811=30},
11276,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11277,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6811=40},
11278,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11279,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6811=50},
11280,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11281,"After opening, you can choose one of Flamingo Fragment, Young Kiras Fragment, Regiece Fragment, and Delakion Fragment",10079,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6811=60},
,,,,,,,,,,,,
11290,"After opening, you can choose one of Zoroya Shards, Iron Dumbbell Shards, Sweet Bamboo Shards, and Bobic Shards",10080,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11291,"After opening, you can choose one of Zoroya Shards, Iron Dumbbell Shards, Sweet Bamboo Shards, and Bobic Shards",10080,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6812=10},
11292,"After opening, you can choose one of Zoroya Shards, Iron Dumbbell Shards, Sweet Bamboo Shards, and Bobic Shards",10080,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11293,"After opening, you can choose one of Zoroya Shards, Iron Dumbbell Shards, Sweet Bamboo Shards, and Bobic Shards",10080,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6812=20},
11294,"After opening, you can choose one of Zoroya Shards, Iron Dumbbell Shards, Sweet Bamboo Shards, and Bobic Shards",10080,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
